Date,jd,Body,EclType,Mag
449-May-23,1885196.00,L,P,1.66
449-Nov-16,1885374.00,L,P,1.41
450-May-12,1885550.00,L,N,0.21
450-Nov-05,1885728.00,L,N,0.23
451-Sep-26,1886052.00,L,P,1.82
452-Mar-21,1886230.00,L,T,2.62
452-Sep-15,1886408.00,L,T,2.60
453-Mar-11,1886584.00,L,P,1.30
453-Sep-04,1886762.00,L,P,1.26
454-Feb-28,1886938.00,L,N,0.05
454-Jul-25,1887086.00,L,N,0.65
454-Aug-10,1887102.00,S,p,0.79
455-Jan-19,1887264.00,L,T,2.05
455-Jul-15,1887440.00,L,T,2.10
455-Jul-30,1887456.00,S,p,0.25
456-Jan-09,1887618.00,L,T,2.44
456-Jul-03,1887794.00,L,T,2.20
456-Dec-28,1887972.00,L,P,1.20
457-Dec-17,1888326.00,L,N,0.02
458-May-14,1888474.00,L,P,1.48
458-May-28,1888488.00,S,p,0.38
458-Nov-07,1888652.00,L,P,1.78
459-May-03,1888828.00,L,T,2.89
459-Oct-27,1889006.00,L,T,2.67
460-Apr-21,1889182.00,L,P,1.51
461-Apr-11,1889538.00,L,N,0.20
461-Sep-06,1889686.00,L,N,0.47
461-Sep-20,1889700.00,S,p,0.95
461-Oct-05,1889714.00,L,N,0.00
462-Mar-02,1889862.00,L,P,1.95
462-Mar-17,1889878.00,S,p,0.72
462-Aug-26,1890040.00,L,P,1.78
463-Feb-19,1890216.00,L,T,2.45
463-Aug-15,1890394.00,L,T,2.62
464-Jul-20,1890734.00,S,a,0.97
464-Dec-29,1890896.00,L,N,0.57
465-Jun-24,1891072.00,L,P,1.10
465-Dec-18,1891250.00,L,P,1.81
466-Dec-08,1891604.00,L,T,2.67
467-Jun-04,1891782.00,L,P,1.81
468-May-08,1892122.00,S,p,0.08
468-May-23,1892136.00,L,N,0.36
468-Oct-17,1892284.00,L,N,0.56
468-Nov-16,1892314.00,L,N,0.24
469-Apr-12,1892460.00,L,P,1.59
469-Oct-07,1892638.00,L,P,1.78
469-Oct-21,1892652.00,S,p,0.01
470-Apr-01,1892814.00,L,T,2.71
472-Feb-10,1893494.00,L,N,0.76
472-Aug-05,1893672.00,L,N,0.54
472-Aug-20,1893686.00,S,p,0.37
473-Jan-30,1893850.00,L,P,2.02
474-Jan-04,1894188.00,S,p,0.11
474-Jul-15,1894380.00,L,T,2.33
475-Jun-19,1894720.00,S,p,0.19
475-Jul-04,1894734.00,L,P,0.96
475-Nov-28,1894882.00,L,N,0.47
476-May-24,1895060.00,L,P,1.33
477-May-13,1895414.00,L,T,2.73
477-Nov-07,1895592.00,L,T,2.69
478-May-03,1895768.00,L,P,1.66
478-Oct-27,1895946.00,L,P,1.41
479-Mar-23,1896092.00,L,N,0.53
479-Apr-08,1896108.00,S,p,0.70
479-Oct-17,1896300.00,L,N,0.04
481-Mar-02,1896802.00,L,T,2.51
482-Feb-19,1897156.00,L,P,1.16
482-Aug-14,1897332.00,L,P,1.35
483-Jan-10,1897482.00,L,N,0.55
483-Jul-06,1897658.00,L,P,0.97
483-Dec-30,1897836.00,L,P,1.80
484-Jan-14,1897850.00,S,p,0.79
484-Jun-24,1898012.00,L,T,2.31
485-Dec-07,1898544.00,L,P,1.42
486-May-04,1898692.00,L,N,0.05
486-May-19,1898706.00,S,p,0.80
486-Oct-29,1898870.00,L,N,0.54
487-Apr-23,1899046.00,L,P,1.46
487-Oct-18,1899224.00,L,P,1.75
487-Nov-01,1899238.00,S,p,0.64
488-Oct-06,1899578.00,L,T,2.72
489-Mar-18,1899740.00,S,p,0.88
489-Apr-01,1899754.00,L,P,1.47
489-Sep-25,1899932.00,L,P,1.42
490-Feb-21,1900080.00,L,N,0.71
490-Sep-14,1900286.00,L,N,0.17
491-Feb-10,1900434.00,L,P,1.98
491-Aug-05,1900610.00,L,P,1.87
492-Jan-30,1900788.00,L,T,2.50
493-Jan-04,1901128.00,S,p,0.64
493-Jan-18,1901142.00,L,P,1.24
493-Jul-15,1901320.00,L,P,1.09
494-Jan-07,1901496.00,L,N,0.05
494-Jun-05,1901646.00,L,P,1.18
494-Jun-19,1901660.00,S,p,0.63
494-Nov-28,1901822.00,L,P,1.77
496-Oct-22,1902516.00,S,p,0.91
496-Nov-07,1902532.00,L,P,1.43
497-May-02,1902708.00,L,N,0.46
497-Sep-27,1902856.00,L,N,0.33
498-Mar-23,1903032.00,L,P,1.79
498-Sep-16,1903210.00,L,P,1.60
499-Mar-13,1903388.00,L,T,2.58
499-Sep-05,1903564.00,L,T,2.81
500-Mar-02,1903742.00,L,P,1.22
500-Aug-25,1903918.00,L,P,1.45
501-Aug-14,1904272.00,L,N,0.20
502-Jan-09,1904420.00,L,P,1.78
502-Jul-06,1904598.00,L,T,2.18
502-Dec-29,1904774.00,L,T,2.68
503-Jun-10,1904936.00,S,p,0.07
503-Jun-25,1904952.00,L,T,2.10
503-Dec-19,1905128.00,L,P,1.42
504-Jun-13,1905306.00,L,N,0.67
504-Dec-07,1905482.00,L,N,0.25
505-May-04,1905630.00,L,P,1.33
505-Oct-28,1905808.00,L,P,1.72
506-Apr-23,1905984.00,L,T,2.76
506-Oct-18,1906162.00,L,T,2.76
507-Apr-13,1906340.00,L,P,1.58
507-Oct-07,1906516.00,L,P,1.48
508-Apr-01,1906694.00,L,N,0.28
508-Aug-26,1906840.00,L,N,0.36
509-Feb-20,1907018.00,L,P,1.92
509-Aug-16,1907196.00,L,P,1.77
509-Aug-31,1907210.00,S,p,0.52
510-Feb-10,1907374.00,L,T,2.55
510-Aug-05,1907550.00,L,T,2.56
511-Jan-30,1907728.00,L,P,1.27
511-Dec-20,1908052.00,L,N,0.47
512-Jan-19,1908082.00,L,N,0.07
512-Jun-29,1908244.00,S,p,0.76
512-Dec-09,1908406.00,L,P,1.77
513-Nov-28,1908760.00,L,T,2.71
514-May-24,1908938.00,L,P,1.96
515-May-13,1909292.00,L,N,0.59
515-Oct-09,1909440.00,L,N,0.27
515-Oct-23,1909454.00,S,p,0.79
515-Nov-07,1909470.00,L,N,0.08
516-Apr-03,1909618.00,L,P,1.69
516-Sep-26,1909794.00,L,P,1.53
517-Mar-23,1909972.00,L,T,2.67
517-Sep-16,1910148.00,L,T,2.87
518-Aug-22,1910488.00,S,p,0.06
519-Jan-31,1910650.00,L,N,0.48
519-Feb-15,1910666.00,S,p,0.56
519-Jul-27,1910828.00,L,N,0.73
519-Aug-11,1910842.00,S,p,0.54
519-Aug-26,1910858.00,L,N,0.29
520-Jan-20,1911004.00,L,P,1.75
521-Jan-09,1911360.00,L,T,2.69
521-Jul-05,1911536.00,L,T,2.25
521-Dec-29,1911714.00,L,P,1.43
522-Jun-10,1911876.00,S,p,0.59
522-Jun-24,1911890.00,L,N,0.82
522-Nov-19,1912038.00,L,N,0.51
523-Nov-23,1912408.00,S,p,0.49
524-May-03,1912570.00,L,T,2.63
526-Mar-14,1913250.00,L,N,0.56
526-Sep-07,1913426.00,L,N,0.28
528-Aug-16,1914136.00,L,T,2.67
529-Aug-05,1914490.00,L,P,1.32
529-Dec-31,1914638.00,L,N,0.47
530-Jun-26,1914814.00,L,N,0.86
530-Dec-20,1914992.00,L,P,1.76
531-Jun-15,1915168.00,L,T,2.24
531-Dec-10,1915346.00,L,T,2.71
532-Jun-03,1915522.00,L,T,2.12
532-Nov-28,1915700.00,L,P,1.44
533-Apr-24,1915848.00,L,N,0.22
533-Nov-18,1916056.00,L,N,0.09
534-Apr-29,1916218.00,S,p,0.14
534-Oct-08,1916380.00,L,P,1.48
535-Apr-04,1916558.00,L,T,2.77
536-Mar-23,1916912.00,L,P,1.37
536-Sep-15,1917088.00,L,P,1.61
537-Feb-11,1917236.00,L,N,0.43
537-Aug-07,1917414.00,L,N,0.62
538-Jan-31,1917590.00,L,P,1.72
538-Feb-15,1917606.00,S,p,0.07
538-Jul-27,1917768.00,L,P,1.92
539-Jul-17,1918122.00,L,T,2.40
540-Jan-09,1918298.00,L,P,1.44
540-Jun-20,1918462.00,S,p,0.80
540-Nov-30,1918624.00,L,N,0.51
540-Dec-14,1918638.00,S,p,0.11
540-Dec-29,1918654.00,L,N,0.26
541-May-25,1918800.00,L,P,1.04
541-Nov-19,1918978.00,L,P,1.70
542-May-15,1919156.00,L,T,2.50
542-Nov-08,1919332.00,L,T,2.82
543-Apr-20,1919496.00,S,p,0.71
543-May-04,1919510.00,L,P,1.81
543-Oct-28,1919686.00,L,P,1.56
544-Mar-25,1919836.00,L,N,0.47
544-Oct-16,1920040.00,L,N,0.34
545-Mar-14,1920190.00,L,P,1.77
545-Sep-06,1920366.00,L,P,1.61
546-Mar-03,1920544.00,L,T,2.68
547-Feb-06,1920884.00,S,p,0.95
547-Feb-20,1920898.00,L,P,1.38
547-Aug-17,1921076.00,L,P,1.42
548-Feb-09,1921252.00,L,N,0.15
548-Jul-07,1921400.00,L,N,0.71
548-Dec-30,1921576.00,L,P,1.76
549-Jun-26,1921754.00,L,T,2.08
549-Dec-20,1921932.00,L,T,2.71
550-Jun-15,1922108.00,L,T,2.27
550-Nov-24,1922270.00,S,p,0.86
550-Dec-10,1922286.00,L,P,1.44
551-May-21,1922448.00,S,p,0.50
551-Oct-30,1922610.00,L,N,0.20
552-Apr-24,1922788.00,L,P,1.47
552-Oct-18,1922964.00,L,P,1.44
553-Oct-07,1923318.00,L,T,2.75
554-Apr-04,1923498.00,L,P,1.47
554-Sep-27,1923674.00,L,P,1.67
555-Sep-16,1924028.00,L,N,0.44
556-Aug-07,1924354.00,L,P,1.81
557-Jan-30,1924530.00,L,T,2.74
559-Jan-10,1925240.00,L,N,0.27
559-Jun-06,1925386.00,L,N,0.90
559-Jun-21,1925402.00,S,p,0.01
559-Nov-30,1925564.00,L,P,1.69
560-Nov-19,1925918.00,L,T,2.84
561-May-15,1926096.00,L,P,1.94
561-Nov-08,1926272.00,L,P,1.59
562-Apr-19,1926434.00,S,p,0.87
562-May-04,1926450.00,L,N,0.59
562-Sep-28,1926596.00,L,N,0.18
562-Oct-28,1926626.00,L,N,0.38
563-Mar-25,1926774.00,L,P,1.67
563-Sep-18,1926952.00,L,P,1.55
563-Oct-03,1926966.00,S,p,0.80
564-Mar-14,1927130.00,L,T,2.77
564-Sep-06,1927306.00,L,T,2.83
565-Mar-03,1927484.00,L,P,1.45
566-Jan-21,1927808.00,L,N,0.45
566-Feb-20,1927838.00,L,N,0.20
566-Aug-01,1928000.00,S,p,0.86
566-Aug-16,1928014.00,L,N,0.07
567-Jan-11,1928162.00,L,P,1.75
567-Dec-31,1928516.00,L,T,2.72
569-Jun-14,1929048.00,L,P,1.02
569-Nov-10,1929196.00,L,N,0.17
569-Dec-09,1929226.00,L,N,0.10
570-May-06,1929374.00,L,P,1.34
570-Oct-29,1929550.00,L,P,1.41
571-Apr-25,1929728.00,L,T,2.69
571-Oct-19,1929904.00,L,T,2.72
573-Mar-04,1930406.00,L,N,0.28
573-Mar-19,1930422.00,S,p,0.86
573-Aug-28,1930584.00,L,N,0.43
573-Sep-12,1930598.00,S,p,0.83
573-Sep-27,1930614.00,L,N,0.50
574-Feb-21,1930760.00,L,P,1.61
575-Feb-11,1931116.00,L,T,2.77
575-Aug-07,1931292.00,L,T,2.66
576-Jan-31,1931470.00,L,P,1.49
576-Jul-26,1931646.00,L,P,1.27
576-Dec-21,1931794.00,L,N,0.49
577-Dec-25,1932164.00,S,p,0.90
578-Jun-05,1932326.00,L,T,2.22
578-Nov-30,1932504.00,L,T,2.85
580-Apr-15,1933006.00,L,N,0.25
580-May-15,1933036.00,L,N,0.71
580-Oct-09,1933182.00,L,N,0.14
581-Apr-05,1933360.00,L,P,1.56
582-Sep-18,1933892.00,L,T,2.77
583-Sep-07,1934246.00,L,P,1.59
584-Feb-02,1934394.00,L,N,0.43
584-Feb-17,1934408.00,S,p,0.31
584-Aug-27,1934600.00,L,N,0.16
585-Jan-21,1934748.00,L,P,1.73
585-Jul-17,1934924.00,L,P,1.78
586-Jul-06,1935278.00,L,T,2.57
586-Dec-31,1935456.00,L,P,1.45
587-Jun-26,1935634.00,L,P,1.17
587-Dec-21,1935812.00,L,N,0.10
588-May-31,1935974.00,S,p,0.62
588-Nov-09,1936136.00,L,P,1.39
589-May-06,1936314.00,L,T,2.56
590-Apr-25,1936668.00,L,P,1.71
590-Oct-04,1936830.00,S,p,0.77
590-Oct-18,1936844.00,L,P,1.76
591-Mar-16,1936992.00,L,N,0.19
591-Apr-14,1937022.00,L,N,0.28
591-Sep-09,1937170.00,L,N,0.36
592-Mar-04,1937346.00,L,P,1.54
592-Aug-28,1937524.00,L,P,1.61
593-Aug-18,1937878.00,L,T,2.78
594-Feb-11,1938056.00,L,P,1.53
594-Jul-23,1938218.00,S,p,0.31
594-Aug-07,1938232.00,L,P,1.41
595-Jan-02,1938380.00,L,N,0.48
595-Jan-16,1938394.00,S,p,0.47
595-Jan-31,1938410.00,L,N,0.30
595-Jul-27,1938586.00,L,N,0.09
595-Dec-22,1938734.00,L,P,1.68
596-Jun-16,1938912.00,L,T,2.08
596-Dec-10,1939088.00,L,T,2.86
597-Jun-05,1939266.00,L,T,2.21
597-Nov-29,1939442.00,L,P,1.62
598-Apr-27,1939592.00,L,N,0.13
598-Nov-18,1939796.00,L,N,0.42
599-Oct-09,1940122.00,L,P,1.46
600-Apr-04,1940298.00,L,T,2.81
601-Mar-10,1940638.00,S,p,0.38
601-Mar-24,1940652.00,L,P,1.63
601-Sep-18,1940830.00,L,P,1.66
602-Mar-13,1941006.00,L,N,0.34
602-Aug-08,1941154.00,L,N,0.30
603-Feb-02,1941332.00,L,P,1.70
603-Jul-28,1941508.00,L,P,1.64
604-Jan-22,1941686.00,L,T,2.75
604-Jul-16,1941862.00,L,T,2.71
604-Dec-26,1942026.00,S,p,0.43
605-Jan-11,1942042.00,L,P,1.46
605-Jun-22,1942204.00,S,p,0.11
605-Dec-01,1942366.00,L,N,0.14
606-May-27,1942542.00,L,P,1.08
606-Jun-11,1942558.00,S,p,0.48
606-Jun-26,1942572.00,L,N,0.03
606-Nov-20,1942720.00,L,P,1.37
607-Nov-09,1943074.00,L,T,2.67
608-May-05,1943252.00,L,P,1.84
608-Oct-29,1943428.00,L,P,1.79
609-Apr-25,1943606.00,L,N,0.41
609-Oct-18,1943782.00,L,N,0.58
610-Sep-09,1944108.00,L,P,1.52
611-Mar-04,1944284.00,L,T,2.83
613-Jan-12,1944964.00,L,N,0.46
613-Feb-11,1944994.00,L,N,0.34
613-Jul-07,1945140.00,L,N,0.49
613-Jul-23,1945156.00,S,p,0.66
614-Jan-02,1945320.00,L,P,1.67
614-Dec-22,1945674.00,L,T,2.87
615-Jun-17,1945850.00,L,T,2.35
615-Dec-11,1946028.00,L,P,1.63
616-May-21,1946190.00,S,p,0.56
616-Jun-05,1946204.00,L,P,0.97
616-Oct-30,1946352.00,L,N,0.11
616-Nov-15,1946368.00,S,p,0.30
617-Apr-26,1946530.00,L,P,1.30
617-Oct-20,1946706.00,L,P,1.43
617-Nov-04,1946722.00,S,p,0.90
618-Apr-15,1946884.00,L,T,2.68
618-Oct-09,1947060.00,L,T,2.67
619-Apr-04,1947238.00,L,P,1.74
620-Feb-23,1947562.00,L,N,0.35
620-Mar-24,1947592.00,L,N,0.43
620-Aug-19,1947740.00,L,N,0.19
620-Sep-02,1947754.00,S,p,0.35
620-Sep-17,1947770.00,L,N,0.32
621-Aug-08,1948094.00,L,P,1.51
622-Feb-02,1948272.00,L,T,2.78
623-Jul-17,1948802.00,L,P,1.44
623-Dec-13,1948952.00,L,N,0.13
624-Jan-11,1948980.00,L,N,0.12
624-Jun-07,1949128.00,L,P,0.94
624-Nov-30,1949304.00,L,P,1.36
625-May-27,1949482.00,L,T,2.29
625-Nov-20,1949660.00,L,T,2.66
626-May-17,1949838.00,L,P,1.98
626-Nov-09,1950014.00,L,P,1.80
627-Apr-21,1950176.00,S,p,0.66
627-Sep-30,1950338.00,L,N,0.23
627-Oct-15,1950354.00,S,p,0.49
628-Mar-25,1950516.00,L,P,1.35
629-Mar-15,1950870.00,L,T,2.75
629-Sep-08,1951048.00,L,T,2.80
630-Mar-04,1951224.00,L,P,1.64
630-Aug-28,1951402.00,L,P,1.65
631-Jan-24,1951550.00,L,N,0.43
631-Aug-17,1951756.00,L,N,0.34
632-Jan-27,1951918.00,S,a,0.98
632-Jul-07,1952080.00,L,P,1.82
633-Jan-01,1952258.00,L,T,2.88
634-Jun-17,1952790.00,L,P,1.10
634-Nov-11,1952938.00,L,N,0.10
634-Dec-10,1952966.00,L,N,0.44
635-May-08,1953116.00,L,P,1.16
635-Oct-31,1953292.00,L,P,1.41
636-Apr-26,1953470.00,L,T,2.54
636-Oct-20,1953646.00,L,T,2.64
637-Apr-15,1953824.00,L,P,1.86
637-Oct-09,1954000.00,L,P,1.76
638-Mar-06,1954148.00,L,N,0.29
638-Mar-21,1954164.00,S,p,0.73
638-Sep-29,1954356.00,L,N,0.37
639-Feb-23,1954502.00,L,P,1.60
639-Sep-03,1954694.00,S,p,0.53
640-Aug-07,1955034.00,L,T,2.78
641-Jan-17,1955196.00,S,p,0.84
641-Feb-01,1955212.00,L,P,1.50
641-Jul-28,1955388.00,L,P,1.56
642-Jan-22,1955566.00,L,N,0.14
642-Jul-17,1955742.00,L,N,0.28
642-Dec-12,1955890.00,L,P,1.36
643-Jun-08,1956068.00,L,T,2.15
644-Nov-05,1956584.00,S,p,0.65
644-Nov-19,1956598.00,L,P,1.82
645-May-16,1956776.00,L,N,0.69
645-Oct-11,1956924.00,L,N,0.19
645-Nov-09,1956954.00,L,N,0.62
646-Apr-06,1957102.00,L,P,1.25
646-Apr-21,1957116.00,S,p,0.05
646-Sep-30,1957278.00,L,P,1.40
647-Sep-19,1957632.00,L,T,2.72
648-Mar-15,1957810.00,L,P,1.71
648-Aug-24,1957972.00,S,p,0.09
648-Sep-07,1957986.00,L,P,1.75
649-Feb-17,1958150.00,S,p,0.57
649-Mar-04,1958164.00,L,N,0.43
649-Aug-28,1958342.00,L,N,0.45
650-Jan-23,1958490.00,L,P,1.62
650-Jul-19,1958666.00,L,P,1.69
651-Jan-12,1958844.00,L,T,2.90
651-Jan-27,1958858.00,S,p,0.02
651-Jul-08,1959020.00,L,T,2.61
652-Jan-01,1959198.00,L,P,1.66
652-Dec-20,1959552.00,L,N,0.45
653-Jun-01,1959714.00,S,p,0.33
653-Nov-10,1959876.00,L,P,1.40
654-Oct-31,1960232.00,L,T,2.62
655-Oct-21,1960586.00,L,P,1.79
656-Apr-14,1960762.00,L,N,0.65
657-Mar-06,1961088.00,L,P,1.54
657-Aug-29,1961264.00,L,P,1.29
658-Feb-23,1961442.00,L,T,2.83
658-Aug-18,1961618.00,L,T,2.67
659-Feb-13,1961798.00,L,P,1.53
660-Jan-03,1962122.00,L,N,0.10
660-Jun-28,1962298.00,L,N,0.68
660-Jul-13,1962314.00,S,p,0.66
660-Jul-28,1962328.00,L,N,0.40
660-Dec-22,1962476.00,L,P,1.35
661-Dec-11,1962830.00,L,T,2.65
662-Jun-07,1963008.00,L,T,2.28
663-May-27,1963362.00,L,N,0.85
663-Nov-21,1963540.00,L,N,0.63
664-Oct-11,1963864.00,L,P,1.35
665-Apr-05,1964040.00,L,T,2.56
665-Sep-30,1964218.00,L,T,2.66
666-Sep-19,1964572.00,L,P,1.83
667-Feb-14,1964720.00,L,N,0.35
667-Mar-16,1964750.00,L,N,0.50
667-Aug-09,1964896.00,L,N,0.14
667-Aug-25,1964912.00,S,p,0.92
668-Feb-04,1965076.00,L,P,1.58
669-Jan-23,1965430.00,L,T,2.88
669-Jul-19,1965606.00,L,T,2.74
670-Jan-12,1965784.00,L,P,1.67
670-Jun-23,1965946.00,S,p,0.38
670-Jul-08,1965960.00,L,P,1.37
670-Dec-02,1966108.00,L,N,0.10
671-May-29,1966286.00,L,N,0.85
671-Dec-07,1966478.00,S,p,0.92
672-May-17,1966640.00,L,T,2.23
672-Nov-10,1966816.00,L,T,2.61
673-May-06,1966994.00,L,T,2.13
674-Mar-27,1967318.00,L,N,0.14
674-Apr-26,1967348.00,L,N,0.77
674-Oct-20,1967526.00,L,N,0.46
675-Sep-10,1967850.00,L,P,1.20
676-Mar-06,1968028.00,L,T,2.76
676-Aug-29,1968204.00,L,T,2.57
677-Aug-18,1968558.00,L,P,1.79
678-Jan-14,1968708.00,L,N,0.08
678-Jan-28,1968722.00,S,p,0.39
678-Feb-12,1968736.00,L,N,0.21
678-Jul-10,1968884.00,L,N,0.55
678-Jul-24,1968898.00,S,p,0.18
679-Jan-02,1969060.00,L,P,1.34
679-Jun-29,1969238.00,L,P,1.87
679-Jul-13,1969252.00,S,p,0.33
679-Dec-23,1969416.00,L,T,2.64
680-Jun-18,1969594.00,L,T,2.43
680-Dec-11,1969770.00,L,P,1.83
681-May-23,1969932.00,S,p,0.18
681-Jun-07,1969948.00,L,N,1.01
681-Nov-01,1970094.00,L,N,0.13
681-Nov-16,1970110.00,S,p,0.11
682-Apr-27,1970272.00,L,N,1.00
683-Apr-17,1970626.00,L,T,2.44
683-Oct-11,1970804.00,L,T,2.61
684-Apr-05,1970980.00,L,P,1.89
684-Sep-29,1971158.00,L,P,1.90
685-Feb-25,1971306.00,L,N,0.29
685-Aug-20,1971482.00,L,N,0.05
685-Sep-18,1971512.00,L,N,0.62
686-Feb-28,1971674.00,S,p,0.73
686-Aug-09,1971836.00,L,P,1.47
688-Jul-03,1972530.00,S,p,0.63
688-Jul-19,1972546.00,L,P,1.49
688-Dec-13,1972694.00,L,N,0.11
689-Jan-11,1972722.00,L,N,0.48
689-Jun-08,1972870.00,L,N,0.70
689-Dec-02,1973048.00,L,P,1.39
690-May-28,1973224.00,L,T,2.07
691-May-18,1973580.00,L,T,2.28
691-Nov-11,1973756.00,L,P,1.83
692-Apr-07,1973904.00,L,N,0.05
692-Apr-22,1973920.00,S,p,0.88
692-Oct-31,1974112.00,L,N,0.48
693-Mar-27,1974258.00,L,P,1.38
693-Oct-05,1974450.00,S,p,0.79
695-Feb-19,1974952.00,S,p,0.84
695-Mar-06,1974968.00,L,P,1.65
695-Aug-30,1975144.00,L,P,1.88
696-Feb-24,1975322.00,L,N,0.27
696-Aug-18,1975498.00,L,N,0.60
697-Jan-13,1975646.00,L,P,1.32
697-Jul-09,1975824.00,L,P,1.73
698-Jan-02,1976000.00,L,T,2.63
698-Dec-08,1976340.00,S,p,0.11
698-Dec-23,1976356.00,L,P,1.83
699-Nov-27,1976694.00,S,p,0.13
699-Dec-12,1976710.00,L,N,0.64
700-May-07,1976856.00,L,N,0.87
700-May-23,1976872.00,S,p,0.62
700-Nov-01,1977034.00,L,P,1.29
701-Oct-21,1977388.00,L,T,2.57
702-Apr-17,1977566.00,L,T,2.00
702-Sep-26,1977728.00,S,p,0.33
702-Oct-10,1977742.00,L,P,1.96
703-Mar-22,1977904.00,S,p,0.22
703-Apr-06,1977920.00,L,N,0.67
703-Sep-30,1978096.00,L,N,0.69
704-Feb-25,1978244.00,L,P,1.47
704-Aug-19,1978420.00,L,P,1.37
705-Feb-13,1978598.00,L,T,2.79
705-Feb-28,1978614.00,S,p,0.09
705-Aug-09,1978776.00,L,T,2.69
706-Feb-02,1978952.00,L,P,1.74
707-Jan-23,1979308.00,L,N,0.50
707-Jul-04,1979470.00,S,p,0.82
707-Jul-19,1979484.00,L,N,0.14
707-Dec-14,1979632.00,L,P,1.39
708-Dec-02,1979986.00,L,T,2.60
709-Nov-22,1980342.00,L,P,1.83
710-May-17,1980518.00,L,P,1.03
711-Apr-08,1980844.00,L,P,1.28
711-Oct-01,1981020.00,L,N,1.07
712-Mar-27,1981198.00,L,T,2.60
712-Sep-19,1981374.00,L,T,2.42
713-Mar-17,1981552.00,L,P,1.72
714-Jul-31,1982054.00,L,N,0.31
714-Aug-30,1982084.00,L,N,0.69
715-Jan-24,1982230.00,L,P,1.29
715-Aug-04,1982422.00,S,p,0.37
716-Jan-13,1982584.00,L,T,2.62
716-Jul-09,1982762.00,L,T,2.74
717-Jun-28,1983116.00,L,P,1.33
717-Nov-23,1983264.00,L,N,0.10
717-Dec-23,1983294.00,L,N,0.64
718-Nov-13,1983620.00,L,P,1.27
719-May-08,1983796.00,L,T,2.19
719-May-24,1983812.00,S,p,0.04
719-Nov-02,1983974.00,L,T,2.54
720-Oct-21,1984328.00,L,P,2.01
721-Mar-18,1984476.00,L,N,0.13
721-Apr-17,1984506.00,L,N,0.77
721-Sep-26,1984668.00,S,p,0.80
722-Mar-08,1984830.00,L,P,1.39
723-Feb-25,1985184.00,L,T,2.72
723-Aug-21,1985362.00,L,T,2.59
724-Feb-14,1985538.00,L,P,1.79
724-Aug-09,1985716.00,L,P,1.73
725-Jan-03,1985862.00,L,N,0.11
725-Jul-30,1986070.00,L,N,0.27
726-Jan-08,1986232.00,S,p,0.55
726-Dec-14,1986572.00,L,T,2.60
727-Jun-08,1986748.00,L,T,2.58
727-Dec-03,1986926.00,L,P,1.84
728-May-28,1987104.00,L,P,1.17
728-Nov-21,1987280.00,L,N,0.51
729-Oct-12,1987606.00,L,N,1.02
730-Apr-08,1987784.00,L,T,2.50
730-Oct-01,1987960.00,L,T,2.37
731-Sep-20,1988314.00,L,T,2.03
732-Mar-16,1988492.00,L,N,0.42
732-Aug-11,1988640.00,L,N,0.20
732-Aug-25,1988654.00,S,p,0.18
733-Feb-03,1988816.00,L,P,1.26
733-Jul-31,1988994.00,L,P,1.48
733-Aug-14,1989008.00,S,p,0.97
734-Jan-24,1989170.00,L,T,2.60
734-Jul-20,1989348.00,L,T,2.88
734-Dec-30,1989510.00,S,p,0.27
735-Jan-13,1989524.00,L,P,1.85
735-Jul-09,1989702.00,L,P,1.49
735-Dec-05,1989850.00,L,N,0.09
735-Dec-19,1989864.00,S,p,0.24
736-Jun-28,1990056.00,L,N,0.14
737-May-19,1990382.00,L,T,2.06
737-Nov-12,1990558.00,L,T,2.52
738-May-08,1990736.00,L,T,2.24
738-Nov-01,1990912.00,L,P,2.04
739-Mar-30,1991062.00,L,N,0.04
739-Oct-21,1991266.00,L,N,0.79
740-Apr-01,1991430.00,S,p,0.87
740-Sep-10,1991592.00,L,P,1.21
742-Aug-20,1992300.00,L,P,1.83
743-Jan-15,1992448.00,L,N,0.10
743-Feb-13,1992478.00,L,N,0.58
743-Jul-11,1992626.00,L,N,0.24
744-Jan-04,1992802.00,L,P,1.37
744-Jun-29,1992980.00,L,P,1.59
745-Jun-18,1993334.00,L,T,2.73
745-Dec-13,1993512.00,L,P,1.84
746-May-25,1993674.00,S,p,0.71
746-Dec-03,1993866.00,L,N,0.52
747-Apr-29,1994014.00,L,P,1.05
747-May-14,1994028.00,S,p,0.13
747-May-29,1994044.00,L,N,0.03
747-Nov-07,1994206.00,S,p,0.59
749-Mar-23,1994708.00,S,p,0.40
749-Apr-07,1994722.00,L,P,1.92
749-Oct-01,1994900.00,L,T,2.08
750-Mar-27,1995076.00,L,N,0.52
750-Sep-20,1995254.00,L,N,0.84
751-Feb-15,1995402.00,L,P,1.21
751-Aug-11,1995578.00,L,P,1.36
752-Feb-04,1995756.00,L,T,2.57
752-Jul-31,1995934.00,L,T,2.75
753-Jan-24,1996110.00,L,P,1.87
753-Jul-20,1996288.00,L,P,1.64
753-Dec-29,1996450.00,S,p,0.35
754-Jan-13,1996464.00,L,N,0.65
754-Jun-09,1996612.00,L,N,0.46
754-Jun-25,1996628.00,S,p,0.71
754-Dec-04,1996790.00,L,P,1.25
755-Nov-23,1997144.00,L,T,2.50
756-May-19,1997322.00,L,T,2.37
756-Oct-28,1997484.00,S,p,0.79
756-Nov-11,1997498.00,L,P,2.07
757-May-08,1997676.00,L,P,1.00
757-Nov-01,1997852.00,L,N,0.82
758-Mar-29,1998000.00,L,P,1.20
