year	event	date	sun_lon	obj_lon	sun_lon_dms	obj_lon_dms	obj_rise_set	sun_rise_set	delta_rise_set	age	mag	sun_alt	obj_lat	az_diff	lon_diff	sun_sz	obj_az
-498	evening_last_visibility	-498-09-01	152.50	178.03	152° 30'	178° 02'	19:40	18:51	0:49h	-21d 14h	0.3	-11° 03'	-2° 52'	-22° 26'	25° 32'	109° 22'	86° 55'
-498	morning_first_visibility	-498-10-01	181.78	166.95	181° 47'	166° 57'	5:16	6:12	-0:56h	7d 19h	0.7	-13° 06'	1° 06'	0° 41'	-14° 50'	263° 08'	263° 49'
-498	morning_last_visibility	-498-10-28	209.10	197.87	209° 06'	197° 52'	5:51	6:32	-0:40h	-20d 15h	-0.6	-9° 31'	1° 02'	0° 31'	-11° 15'	277° 37'	278° 08'
-498	evening_first_visibility	-498-12-14	257.57	273.68	257° 34'	273° 41'	18:17	17:27	0:50h	26d 21h	-0.8	-10° 49'	-1° 42'	-10° 15'	16° 06'	69° 23'	59° 08'
-498	evening_last_visibility	-498-12-30	273.87	287.58	273° 52'	287° 35'	18:27	17:34	0:53h	-7d 13h	0.9	-11° 22'	1° 50'	-4° 22'	13° 43'	69° 04'	64° 42'
-497	morning_first_visibility	-497-01-15	289.55	273.50	289° 33'	273° 30'	6:23	7:26	-1:02h	7d 22h	1.3	-13° 25'	3° 23'	6° 29'	-16° 03'	288° 14'	294° 43'
-497	morning_last_visibility	-497-02-23	328.48	308.62	328° 29'	308° 37'	6:21	7:04	-0:42h	-22d 11h	-0.2	-9° 50'	-2° 09'	16° 24'	-19° 52'	278° 26'	294° 50'
-497	evening_first_visibility	-497-03-28	1.27	13.87	1° 16'	13° 52'	19:21	18:33	0:47h	11d 01h	-1.2	-10° 59'	1° 10'	-0° 22'	12° 36'	97° 03'	96° 41'
-497	evening_last_visibility	-497-04-29	32.05	45.42	32° 03'	45° 25'	19:41	18:50	0:51h	-9d 21h	2.1	-11° 24'	0° 24'	-2° 49'	13° 22'	111° 37'	108° 47'
-497	morning_last_visibility	-497-06-14	75.25	58.58	75° 15'	58° 35'	4:27	5:14	-0:47h	-16d 02h	-0.6	-9° 40'	-0° 51'	12° 18'	-16° 41'	236° 19'	248° 37'
-497	evening_first_visibility	-497-07-17	107.47	124.05	107° 28'	124° 03'	20:15	19:22	0:52h	17d 14h	-0.4	-10° 40'	1° 13'	-11° 06'	16° 35'	124° 05'	112° 58'
-497	evening_last_visibility	-497-08-18	138.50	164.12	138° 30'	164° 07'	19:57	19:05	0:52h	-19d 12h	0.5	-11° 18'	-3° 05'	-22° 24'	25° 37'	115° 27'	93° 02'
-497	morning_first_visibility	-497-09-16	166.53	151.03	166° 32'	151° 02'	5:02	6:02	-1:00h	8d 21h	0.6	-13° 39'	0° 33'	1° 59'	-15° 30'	255° 25'	257° 24'
-497	morning_last_visibility	-497-10-08	188.60	177.12	188° 36'	177° 07'	5:36	6:17	-0:41h	-19d 16h	-0.8	-9° 48'	1° 39'	-0° 23'	-11° 29'	268° 20'	267° 57'
-497	evening_first_visibility	-497-11-29	242.02	259.75	242° 01'	259° 45'	18:16	17:27	0:48h	32d 21h	-0.6	-10° 45'	-1° 58'	-12° 48'	17° 44'	72° 02'	59° 14'
-497	evening_last_visibility	-497-12-13	256.30	271.57	256° 18'	271° 34'	18:20	17:27	0:52h	-8d 10h	0.6	-11° 23'	0° 44'	-7° 50'	15° 16'	69° 50'	62° 00'
-497	morning_first_visibility	-497-12-29	272.08	257.05	272° 05'	257° 03'	6:19	7:22	-1:02h	7d 02h	1.3	-13° 15'	3° 30'	3° 55'	-15° 02'	289° 58'	293° 53'
-496	morning_last_visibility	-496-02-08	313.38	295.50	313° 23'	295° 30'	6:34	7:17	-0:42h	-21d 09h	-0.3	-9° 38'	-1° 58'	14° 03'	-17° 53'	284° 11'	298° 14'
-496	evening_first_visibility	-496-03-12	346.45	359.57	346° 27'	359° 34'	19:15	18:25	0:49h	12d 03h	-1.1	-11° 28'	0° 52'	-0° 35'	13° 07'	90° 20'	89° 45'
-496	evening_last_visibility	-496-04-08	12.63	25.72	12° 38'	25° 43'	19:30	18:39	0:50h	-9d 16h	2	-11° 35'	2° 04'	0° 04'	13° 05'	102° 50'	102° 54'
-496	morning_last_visibility	-496-05-24	56.00	35.98	56° 00'	35° 59'	4:36	5:22	-0:45h	-20d 07h	-0.2	-9° 38'	-2° 06'	16° 43'	-20° 01'	240° 43'	257° 26'
-496	evening_first_visibility	-496-06-27	89.02	104.03	89° 01'	104° 02'	20:16	19:21	0:55h	14d 09h	-0.6	-11° 00'	1° 43'	-8° 09'	15° 01'	125° 52'	117° 44'
-496	evening_last_visibility	-496-08-03	124.63	149.13	124° 38'	149° 08'	20:09	19:16	0:53h	-17d 02h	0.8	-11° 13'	-3° 20'	-21° 09'	24° 30'	120° 19'	99° 09'
-496	morning_first_visibility	-496-08-30	150.42	135.07	150° 25'	135° 04'	4:52	5:52	-0:59h	9d 07h	0.7	-13° 09'	-0° 17'	3° 56'	-15° 21'	248° 14'	252° 10'
-496	morning_last_visibility	-496-09-19	170.28	159.03	170° 17'	159° 02'	5:24	6:05	-0:40h	-17d 03h	-0.9	-9° 37'	1° 53'	-0° 20'	-11° 15'	259° 47'	259° 26'
-496	evening_first_visibility	-496-11-13	226.45	245.83	226° 27'	245° 50'	18:20	17:34	0:46h	38d 10h	-0.4	-10° 31'	-2° 13'	-15° 15'	19° 23'	76° 22'	61° 07'
-496	evening_last_visibility	-496-11-24	237.68	255.47	237° 41'	255° 28'	18:20	17:29	0:51h	-10d 12h	0.2	-11° 19'	-0° 40'	-12° 08'	17° 47'	73° 25'	61° 17'
-496	morning_first_visibility	-496-12-12	255.53	240.52	255° 32'	240° 31'	6:08	7:12	-1:03h	7d 00h	1.1	-13° 32'	3° 20'	2° 11'	-15° 01'	288° 55'	291° 06'
-495	morning_last_visibility	-495-01-22	297.13	281.00	297° 08'	281° 00'	6:40	7:25	-0:44h	-20d 22h	-0.3	-9° 41'	-1° 42'	11° 35'	-16° 07'	288° 45'	300° 20'
-495	evening_first_visibility	-495-02-24	330.50	343.30	330° 30'	343° 18'	19:04	18:16	0:48h	12d 15h	-1.2	-11° 02'	0° 20'	-1° 23'	12° 48'	83° 04'	81° 41'
-495	evening_last_visibility	-495-03-20	354.00	6.55	354° 00'	6° 33'	19:17	18:30	0:47h	-8d 21h	1.8	-11° 08'	3° 06'	1° 41'	12° 33'	93° 41'	95° 22'
-495	morning_last_visibility	-495-05-05	37.68	15.37	37° 41'	15° 22'	4:55	5:38	-0:43h	-23d 16h	0.1	-9° 35'	-2° 44'	19° 30'	-22° 19'	247° 18'	266° 49'
-495	evening_first_visibility	-495-06-09	71.62	85.10	71° 37'	85° 06'	20:07	19:14	0:53h	11d 23h	-0.8	-10° 50'	1° 55'	-5° 16'	13° 29'	124° 03'	118° 47'
-495	evening_last_visibility	-495-07-19	109.88	132.62	109° 53'	132° 37'	20:17	19:22	0:55h	-15d 06h	1.1	-11° 16'	-3° 27'	-19° 01'	22° 43'	124° 07'	105° 06'
-495	morning_first_visibility	-495-08-15	135.45	119.12	135° 27'	119° 07'	4:37	5:41	-1:04h	11d 02h	0.6	-13° 27'	-0° 49'	6° 16'	-16° 20'	241° 44'	248° 00'
-495	morning_last_visibility	-495-09-01	152.17	140.43	152° 10'	140° 26'	5:08	5:53	-0:44h	-15d 16h	-1	-10° 07'	1° 53'	0° 37'	-11° 44'	251° 07'	251° 44'
-495	evening_first_visibility	-495-10-31	212.95	234.12	212° 57'	234° 07'	18:30	17:44	0:45h	44d 21h	-0.2	-10° 36'	-2° 23'	-17° 25'	21° 10'	81° 24'	64° 00'
-495	morning_first_visibility	-495-11-26	238.93	224.33	238° 56'	224° 20'	5:57	6:58	-1:00h	6d 18h	1	-13° 10'	3° 01'	0° 45'	-14° 36'	285° 55'	286° 39'
-494	morning_last_visibility	-494-01-05	279.72	265.17	279° 43'	265° 10'	6:38	7:25	-0:46h	-20d 20h	-0.3	-9° 53'	-1° 20'	8° 58'	-14° 33'	291° 23'	300° 21'
-494	evening_first_visibility	-494-02-08	314.40	327.12	314° 24'	327° 07'	18:52	18:04	0:47h	13d 16h	-1.2	-10° 43'	-0° 14'	-2° 41'	12° 43'	76° 46'	74° 05'
-494	evening_last_visibility	-494-03-01	335.20	348.33	335° 12'	348° 20'	19:10	18:19	0:51h	-8d 22h	1.5	-11° 46'	3° 31'	1° 53'	13° 09'	85° 28'	87° 22'
-494	morning_last_visibility	-494-04-18	21.20	357.82	21° 12'	357° 49'	5:15	5:57	-0:42h	-25d 03h	0.2	-9° 44'	-2° 48'	20° 39'	-23° 23'	254° 21'	274° 59'
-494	evening_first_visibility	-494-05-24	56.15	69.53	56° 09'	69° 32'	19:59	19:05	0:54h	11d 12h	-0.9	-11° 20'	1° 57'	-3° 37'	13° 23'	120° 39'	117° 02'
-494	evening_last_visibility	-494-07-03	94.30	114.93	94° 18'	114° 56'	20:20	19:22	0:58h	-13d 21h	1.4	-11° 32'	-3° 18'	-16° 12'	20° 38'	126° 14'	110° 02'
-494	morning_first_visibility	-494-07-31	120.62	103.25	120° 37'	103° 15'	4:25	5:31	-1:06h	13d 11h	0.5	-13° 20'	-1° 17'	8° 54'	-17° 21'	236° 45'	245° 39'
-494	morning_last_visibility	-494-08-16	136.20	124.95	136° 12'	124° 57'	4:58	5:42	-0:43h	-13d 08h	-1.1	-9° 31'	1° 42'	1° 45'	-11° 15'	244° 58'	246° 43'
-494	morning_first_visibility	-494-11-11	223.37	207.92	223° 22'	207° 55'	5:42	6:44	-1:02h	7d 11h	0.8	-13° 54'	2° 38'	0° 02'	-15° 27'	280° 44'	280° 46'
-494	morning_last_visibility	-494-12-18	261.17	247.98	261° 10'	247° 59'	6:29	7:16	-0:46h	-21d 00h	-0.4	-9° 59'	-0° 50'	6° 13'	-13° 11'	291° 25'	297° 37'
-493	evening_first_visibility	-493-01-24	299.15	312.87	299° 09'	312° 52'	18:44	17:52	0:51h	16d 12h	-1.1	-11° 18'	-0° 36'	-4° 19'	13° 43'	72° 37'	68° 18'
-493	evening_last_visibility	-493-02-12	318.13	330.60	318° 08'	330° 36'	18:56	18:07	0:49h	-7d 19h	1.4	-11° 09'	3° 28'	1° 14'	12° 28'	78° 19'	79° 33'
-493	morning_first_visibility	-493-03-09	342.25	318.52	342° 15'	318° 31'	5:51	6:48	-0:57h	16d 16h	1.1	-13° 14'	-0° 05'	18° 34'	-23° 44'	270° 34'	289° 07'
-493	morning_last_visibility	-493-04-03	6.55	343.45	6° 33'	343° 27'	5:35	6:16	-0:41h	-24d 15h	0.1	-9° 44'	-2° 38'	20° 16'	-23° 06'	261° 12'	281° 29'
-493	evening_first_visibility	-493-05-08	40.67	53.72	40° 40'	53° 43'	19:47	18:55	0:52h	11d 00h	-1	-11° 21'	1° 51'	-2° 04'	13° 02'	115° 09'	113° 06'
-493	evening_last_visibility	-493-06-16	77.82	96.32	77° 49'	96° 19'	20:17	19:17	1:00h	-12d 18h	1.6	-11° 56'	-2° 47'	-12° 48'	18° 30'	125° 56'	113° 08'
-493	morning_first_visibility	-493-07-17	106.85	88.32	106° 51'	88° 19'	4:15	5:22	-1:06h	17d 14h	0.2	-13° 08'	-1° 25'	11° 19'	-18° 32'	233° 43'	245° 02'
-493	morning_last_visibility	-493-07-30	119.42	107.38	119° 25'	107° 23'	4:43	5:30	-0:46h	-12d 22h	-1.1	-9° 46'	1° 17'	3° 55'	-12° 03'	239° 18'	243° 13'
-493	morning_first_visibility	-493-10-26	206.83	192.12	206° 50'	192° 07'	5:33	6:30	-0:56h	7d 04h	0.8	-13° 04'	2° 04'	-0° 14'	-14° 43'	274° 41'	274° 27'
-493	morning_last_visibility	-493-11-29	241.52	229.43	241° 31'	229° 26'	6:15	7:00	-0:44h	-21d 04h	-0.4	-9° 51'	-0° 10'	3° 36'	-12° 05'	288° 21'	291° 57'
-492	evening_first_visibility	-492-01-08	282.77	296.95	282° 46'	296° 57'	18:30	17:39	0:50h	19d 08h	-1	-10° 58'	-1° 07'	-6° 26'	14° 12'	69° 30'	63° 04'
-492	evening_last_visibility	-492-01-26	300.92	313.57	300° 55'	313° 34'	18:45	17:53	0:51h	-7d 11h	1.2	-11° 15'	3° 02'	-0° 22'	12° 39'	73° 01'	72° 39'
-492	morning_first_visibility	-492-02-14	319.35	300.02	319° 21'	300° 01'	6:12	7:12	-0:59h	11d 00h	1.3	-13° 26'	2° 08'	12° 21'	-19° 20'	280° 00'	292° 21'
-492	morning_last_visibility	-492-03-18	351.78	329.48	351° 47'	329° 29'	5:54	6:36	-0:41h	-24d 00h	0	-9° 51'	-2° 27'	19° 17'	-22° 18'	268° 07'	287° 24'
-492	evening_first_visibility	-492-04-21	25.13	37.68	25° 08'	37° 41'	19:35	18:46	0:48h	10d 13h	-1.1	-10° 58'	1° 37'	-0° 56'	12° 33'	108° 15'	107° 19'
-492	evening_last_visibility	-492-05-29	61.40	76.80	61° 24'	76° 48'	20:02	19:08	0:54h	-10d 20h	1.9	-11° 13'	-2° 04'	-8° 39'	15° 25'	122° 04'	113° 25'
-492	morning_last_visibility	-492-07-12	102.78	89.57	102° 47'	89° 34'	4:32	5:20	-0:48h	-13d 04h	-1.1	-9° 48'	0° 40'	6° 37'	-13° 13'	235° 57'	242° 34'
-492	evening_first_visibility	-492-08-25	146.13	168.05	146° 08'	168° 03'	19:45	18:58	0:47h	31d 11h	0	-10° 33'	-1° 02'	-18° 19'	21° 55'	111° 47'	93° 28'
-492	evening_last_visibility	-492-09-05	156.98	181.87	156° 59'	181° 52'	19:35	18:46	0:48h	-26d 11h	0.1	-11° 01'	-2° 23'	-21° 39'	24° 53'	107° 19'	85° 39'
-492	morning_first_visibility	-492-10-10	191.40	176.10	191° 24'	176° 06'	5:20	6:19	-0:58h	7d 23h	0.7	-13° 37'	1° 34'	0° 09'	-15° 18'	267° 24'	267° 33'
-492	morning_last_visibility	-492-11-08	220.85	209.33	220° 51'	209° 20'	5:59	6:42	-0:42h	-21d 05h	-0.5	-9° 42'	0° 37'	1° 25'	-11° 31'	282° 07'	283° 32'
-492	evening_first_visibility	-492-12-22	266.27	281.28	266° 16'	281° 17'	18:19	17:30	0:48h	23d 07h	-0.8	-10° 33'	-1° 34'	-8° 47'	15° 01'	68° 37'	59° 50'
-491	evening_last_visibility	-491-01-08	283.53	297.08	283° 32'	297° 05'	18:34	17:40	0:54h	-7d 16h	0.9	-11° 40'	2° 16'	-2° 55'	13° 33'	69° 58'	67° 03'
-491	morning_first_visibility	-491-01-25	300.15	283.08	300° 09'	283° 05'	6:21	7:24	-1:02h	8d 19h	1.3	-13° 32'	3° 06'	8° 24'	-17° 04'	285° 57'	294° 20'
-491	morning_last_visibility	-491-03-03	336.90	315.88	336° 54'	315° 53'	6:12	6:54	-0:42h	-23d 07h	-0.1	-10° 00'	-2° 16'	17° 41'	-21° 01'	274° 48'	292° 29'
-491	evening_first_visibility	-491-04-06	10.50	23.52	10° 30'	23° 31'	19:28	18:38	0:49h	11d 06h	-1.1	-11° 26'	1° 25'	-0° 28'	13° 01'	101° 44'	101° 16'
-491	evening_last_visibility	-491-05-10	43.07	56.97	43° 04'	56° 58'	19:49	18:57	0:52h	-10d 03h	2.1	-11° 22'	-0° 36'	-4° 52'	13° 54'	116° 06'	111° 14'
-491	morning_last_visibility	-491-06-24	85.32	69.88	85° 19'	69° 53'	4:25	5:14	-0:49h	-14d 23h	-0.8	-9° 52'	-0° 17'	10° 19'	-15° 27'	235° 11'	245° 30'
-491	evening_first_visibility	-491-07-29	119.58	137.57	119° 35'	137° 34'	20:09	19:18	0:50h	20d 17h	-0.2	-10° 32'	0° 42'	-13° 14'	17° 59'	121° 15'	108° 01'
-491	evening_last_visibility	-491-08-26	146.88	172.52	146° 53'	172° 31'	19:47	18:57	0:50h	-20d 11h	0.4	-11° 07'	-2° 59'	-22° 31'	25° 38'	111° 52'	89° 21'
-491	morning_first_visibility	-491-09-25	176.07	160.23	176° 04'	160° 14'	5:07	6:09	-1:01h	8d 22h	0.5	-14° 05'	1° 02'	1° 06'	-15° 49'	259° 46'	260° 51'
-491	morning_last_visibility	-491-10-19	200.27	188.92	200° 16'	188° 55'	5:44	6:25	-0:40h	-20d 10h	-0.7	-9° 39'	1° 20'	0° 01'	-11° 21'	273° 45'	273° 45'
-491	evening_first_visibility	-491-12-07	250.72	267.37	250° 43'	267° 22'	18:15	17:27	0:48h	29d 03h	-0.7	-10° 39'	-1° 50'	-11° 18'	16° 39'	70° 14'	58° 56'
-491	evening_last_visibility	-491-12-22	266.02	280.93	266° 01'	280° 56'	18:25	17:30	0:55h	-8d 08h	0.6	-11° 52'	1° 15'	-6° 11'	14° 54'	69° 20'	63° 09'
-490	morning_first_visibility	-490-01-08	282.77	266.23	282° 46'	266° 14'	6:18	7:25	-1:06h	8d 04h	1.2	-14° 09'	3° 24'	5° 54'	-16° 32'	288° 48'	294° 42'
-490	morning_last_visibility	-490-02-16	321.87	302.60	321° 52'	302° 36'	6:27	7:10	-0:43h	-22d 09h	-0.2	-9° 57'	-2° 04'	15° 34'	-19° 16'	280° 58'	296° 32'
-490	evening_first_visibility	-490-03-21	354.77	7.28	354° 46'	7° 17'	19:17	18:30	0:46h	11d 04h	-1.2	-10° 52'	0° 59'	-0° 25'	12° 30'	93° 53'	93° 28'
-490	evening_last_visibility	-490-04-20	23.73	37.12	23° 44'	37° 07'	19:37	18:45	0:52h	-9d 23h	2	-11° 42'	1° 12'	-1° 28'	13° 23'	108° 06'	106° 37'
-490	morning_last_visibility	-490-06-06	67.93	50.33	67° 56'	50° 20'	4:30	5:16	-0:46h	-17d 01h	-0.5	-9° 30'	-1° 15'	13° 43'	-17° 37'	237° 44'	251° 28'
-490	evening_first_visibility	-490-07-08	99.12	114.67	99° 07'	114° 40'	20:16	19:23	0:53h	15d 15h	-0.5	-10° 40'	1° 30'	-9° 32'	15° 33'	125° 10'	115° 39'
-490	evening_last_visibility	-490-08-12	132.95	158.13	132° 57'	158° 08'	20:02	19:10	0:52h	-18d 06h	0.6	-11° 12'	-3° 14'	-21° 58'	25° 11'	117° 29'	95° 31'
-490	morning_first_visibility	-490-09-09	159.87	144.37	159° 52'	144° 22'	4:58	5:58	-1:00h	9d 03h	0.6	-13° 33'	0° 14'	2° 44'	-15° 30'	252° 19'	255° 03'
-490	morning_last_visibility	-490-09-30	180.85	169.53	180° 51'	169° 32'	5:31	6:12	-0:40h	-18d 13h	-0.9	-9° 40'	1° 47'	-0° 28'	-11° 19'	264° 46'	264° 18'
-490	evening_first_visibility	-490-11-22	235.17	253.50	235° 10'	253° 30'	18:17	17:29	0:47h	35d 00h	-0.5	-10° 32'	-2° 06'	-13° 50'	18° 20'	73° 41'	59° 51'
-490	evening_last_visibility	-490-12-05	248.45	264.88	248° 27'	264° 53'	18:20	17:27	0:52h	-9d 08h	0.4	-11° 31'	0° 07'	-9° 44'	16° 26'	71° 06'	61° 22'
-490	morning_first_visibility	-490-12-22	265.27	249.98	265° 16'	249° 59'	6:14	7:18	-1:04h	7d 04h	1.2	-13° 38'	3° 26'	3° 16'	-15° 16'	289° 42'	292° 57'
-489	morning_last_visibility	-489-02-01	306.70	289.58	306° 42'	289° 35'	6:38	7:21	-0:43h	-21d 03h	-0.3	-9° 37'	-1° 52'	13° 02'	-17° 07'	286° 17'	299° 19'
-489	evening_first_visibility	-489-03-06	339.90	352.95	339° 54'	352° 57'	19:11	18:22	0:49h	12d 10h	-1.1	-11° 22'	0° 40'	-0° 51'	13° 04'	87° 18'	86° 28'
-489	evening_last_visibility	-489-03-31	4.23	17.65	4° 14'	17° 39'	19:27	18:35	0:51h	-9d 20h	1.9	-11° 58'	2° 39'	0° 54'	13° 25'	99° 04'	99° 58'
-489	morning_last_visibility	-489-05-17	48.68	27.85	48° 41'	27° 51'	4:44	5:28	-0:44h	-21d 08h	-0.1	-9° 30'	-2° 22'	17° 47'	-20° 49'	243° 12'	260° 59'
-489	evening_first_visibility	-489-06-20	81.67	96.08	81° 40'	96° 05'	20:14	19:19	0:55h	13d 08h	-0.7	-11° 02'	1° 50'	-6° 57'	14° 25'	125° 33'	118° 36'
-489	evening_last_visibility	-489-07-28	118.15	142.25	118° 09'	142° 15'	20:15	19:19	0:55h	-16d 16h	0.9	-11° 27'	-3° 20'	-20° 32'	24° 06'	122° 22'	101° 50'
-489	morning_first_visibility	-489-08-24	143.83	128.33	143° 50'	128° 20'	4:47	5:47	-1:00h	9d 16h	0.7	-13° 03'	-0° 37'	4° 53'	-15° 30'	245° 27'	250° 19'
-489	morning_last_visibility	-489-09-12	162.62	151.22	162° 37'	151° 13'	5:18	6:00	-0:42h	-16d 10h	-1	-9° 47'	1° 55'	-0° 03'	-11° 24'	256° 05'	256° 02'
-489	evening_first_visibility	-489-11-08	220.63	240.85	220° 38'	240° 51'	18:24	17:38	0:46h	41d 03h	-0.3	-10° 36'	-2° 18'	-16° 14'	20° 13'	78° 27'	62° 13'
-489	evening_last_visibility	-489-11-17	229.82	248.53	229° 49'	248° 32'	18:21	17:32	0:49h	-11d 11h	0.1	-11° 03'	-1° 12'	-13° 47'	18° 44'	75° 34'	61° 47'
-489	morning_first_visibility	-489-12-06	248.68	233.63	248° 41'	233° 38'	6:03	7:06	-1:03h	7d 00h	1	-13° 37'	3° 13'	1° 34'	-15° 04'	287° 49'	289° 23'
-488	morning_last_visibility	-488-01-15	289.37	273.60	289° 22'	273° 36'	6:39	7:26	-0:46h	-21d 10h	-0.3	-10° 08'	-1° 31'	10° 35'	-15° 46'	290° 02'	300° 37'
-488	evening_first_visibility	-488-02-18	323.88	336.72	323° 53'	336° 43'	18:59	18:11	0:48h	13d 03h	-1.2	-10° 59'	0° 07'	-1° 52'	12° 50'	80° 23'	78° 31'
-488	evening_last_visibility	-488-03-11	345.53	358.87	345° 32'	358° 52'	19:17	18:25	0:51h	-9d 09h	1.6	-11° 57'	3° 23'	1° 53'	13° 21'	90° 12'	92° 05'
-488	morning_last_visibility	-488-04-27	30.33	7.32	30° 20'	7° 19'	5:03	5:46	-0:42h	-24d 18h	0.2	-9° 40'	-2° 49'	20° 16'	-23° 01'	250° 19'	270° 35'
-488	evening_first_visibility	-488-06-02	65.23	78.83	65° 14'	78° 50'	20:05	19:10	0:54h	11d 21h	-0.8	-11° 11'	1° 57'	-4° 40'	13° 35'	123° 01'	118° 21'
-488	evening_last_visibility	-488-07-12	103.45	125.32	103° 27'	125° 19'	20:19	19:23	0:56h	-14d 15h	1.2	-11° 21'	-3° 25'	-17° 54'	21° 52'	125° 15'	107° 21'
-488	morning_first_visibility	-488-08-08	128.92	112.35	128° 55'	112° 21'	4:33	5:37	-1:04h	11d 17h	0.6	-13° 15'	-1° 07'	7° 22'	-16° 35'	239° 29'	246° 52'
-488	morning_last_visibility	-488-08-25	145.58	134.18	145° 35'	134° 11'	5:05	5:49	-0:43h	-14d 10h	-1.1	-9° 45'	1° 49'	1° 00'	-11° 24'	248° 32'	249° 32'
-488	morning_first_visibility	-488-11-19	232.10	217.58	232° 06'	217° 35'	5:52	6:51	-0:59h	6d 18h	1	-13° 03'	2° 50'	0° 20'	-14° 32'	284° 04'	284° 24'
-488	morning_last_visibility	-488-12-28	271.90	257.87	271° 54'	257° 52'	6:35	7:22	-0:46h	-21d 01h	-0.3	-10° 03'	-1° 08'	7° 48'	-14° 02'	291° 42'	299° 31'
-487	evening_first_visibility	-487-02-01	307.72	320.58	307° 43'	320° 35'	18:47	17:59	0:48h	14d 11h	-1.1	-10° 42'	-0° 27'	-3° 21'	12° 52'	74° 37'	71° 16'
-487	evening_last_visibility	-487-02-21	327.60	340.88	327° 36'	340° 53'	19:06	18:14	0:52h	-8d 19h	1.4	-11° 56'	3° 30'	1° 37'	13° 17'	82° 22'	83° 59'
