nid,gname,raJ2000,decJ2000,daynum,jd,iso,az,alt
N01-Ash,β Ari,28.660045789,20.808031472,59,1209779.5572812269,-1400-03-01 01:22:29.098,88.48972597771322,2.067789810878481
N01-Ash,β Ari,28.660045789,20.808031472,60,1209780.5565297222,-1400-03-02 01:21:24.168,88.83106719095656,2.6947896710400583
N01-Ash,β Ari,28.660045789,20.808031472,61,1209781.5557782175,-1400-03-03 01:20:19.238,89.17243800573688,3.3218677663589635
N01-Ash,β Ari,28.660045789,20.808031472,62,1209782.5550267245,-1400-03-04 01:19:14.309,89.513923270111,3.9490051666932455
N01-Ash,β Ari,28.660045789,20.808031472,63,1209783.5540247106,-1400-03-05 01:17:47.735,89.81233321568993,4.496775543648022
N01-Ash,β Ari,28.660045789,20.808031472,64,1209784.5532732175,-1400-03-06 01:16:42.806,90.15425630850379,5.123954169924109
N01-Ash,β Ari,28.660045789,20.808031472,65,1209785.552521713,-1400-03-07 01:15:37.876,90.49653436160119,5.751116485354766
N01-Ash,β Ari,28.660045789,20.808031472,66,1209786.5515197106,-1400-03-08 01:14:11.303,90.79584321304098,6.298857555176417
N01-Ash,β Ari,28.660045789,20.808031472,67,1209787.5507682061,-1400-03-09 01:13:06.373,91.13902070521674,6.925930800865376
N01-Ash,β Ari,28.660045789,20.808031472,68,1209788.5500167015,-1400-03-10 01:12:01.443,91.48279788515082,7.552924011466724
N01-Ash,β Ari,28.660045789,20.808031472,69,1209789.5490146992,-1400-03-11 01:10:34.870,91.78361236946532,8.100462909072563
N01-Ash,β Ari,28.660045789,20.808031472,70,1209790.5482631945,-1400-03-12 01:09:29.940,92.12873152333333,8.727249645724878
N01-Ash,β Ari,28.660045789,20.808031472,71,1209791.5472611922,-1400-03-13 01:08:03.367,92.43084189822913,9.274577069372441
N01-Ash,β Ari,28.660045789,20.808031472,72,1209792.5465096876,-1400-03-14 01:06:58.437,92.77759355078771,9.901084887287883
N01-Ash,β Ari,28.660045789,20.808031472,73,1209793.5455076853,-1400-03-15 01:05:31.864,93.0812613519416,10.448135016552769
N01-Ash,β Ari,28.660045789,20.808031472,74,1209794.5447561806,-1400-03-16 01:04:26.934,93.42995623324813,11.074282754963617
N01-Ash,β Ari,28.660045789,20.808031472,75,1209795.5437541783,-1400-03-17 01:03:00.361,93.7354611788299,11.620980371146315
N01-Ash,β Ari,28.660045789,20.808031472,76,1209796.5430026737,-1400-03-18 01:01:55.431,94.08642418950436,12.24667922570156
N01-Ash,β Ari,28.660045789,20.808031472,77,1209797.5420006714,-1400-03-19 01:00:28.858,94.39405416824691,12.792944803027202
N01-Ash,β Ari,28.660045789,20.808031472,78,1209798.5412491667,-1400-03-20 00:59:23.928,94.74761589914547,13.418104231463406
N01-Ash,β Ari,28.660045789,20.808031472,79,1209799.5402471644,-1400-03-21 00:57:57.355,95.05766191741616,13.963858559973824
N01-Ash,β Ari,28.660045789,20.808031472,80,1209800.5394956598,-1400-03-22 00:56:52.425,95.41415693526847,14.588388825005397
N01-Ash,β Ari,28.660045789,20.808031472,81,1209801.5384936575,-1400-03-23 00:55:25.852,95.72691326122602,15.133553845857465
N01-Ash,β Ari,28.660045789,20.808031472,82,1209802.5377421528,-1400-03-24 00:54:20.922,96.08668139834718,15.757365707136705
N01-Ash,β Ari,28.660045789,20.808031472,83,1209803.5367401505,-1400-03-25 00:52:54.349,96.40244729652701,16.301863652408052
N01-Ash,β Ari,28.660045789,20.808031472,84,1209804.5359886459,-1400-03-26 00:51:49.419,96.76583608339038,16.924867070522932
N01-Ash,β Ari,28.660045789,20.808031472,85,1209805.5349866436,-1400-03-27 00:50:22.846,97.08491878788281,17.468618805383926
N01-Ash,β Ari,28.660045789,20.808031472,86,1209806.534235139,-1400-03-28 00:49:17.916,97.45228736965971,18.090720809001986
N01-Ash,β Ari,28.660045789,20.808031472,87,1209807.5332331366,-1400-03-29 00:47:51.343,97.77500660201876,18.633643419822825
N01-Ash,β Ari,28.660045789,20.808031472,88,1209808.5322311344,-1400-03-30 00:46:24.770,98.09953485404418,19.176149639405182
N01-Ash,β Ari,28.660045789,20.808031472,89,1209809.5314796297,-1400-03-31 00:45:19.840,98.4734239211821,19.7967500322222
N01-Ash,β Ari,28.660045789,20.808031472,90,1209810.5304776274,-1400-04-01 00:43:53.267,98.80209038364558,20.338293991266518
N01-Ash,β Ari,28.660045789,20.808031472,91,1209811.5297261227,-1400-04-02 00:42:48.337,99.18092587807536,20.957736224060152
N01-Ash,β Ari,28.660045789,20.808031472,92,1209812.5287241205,-1400-04-03 00:41:21.764,99.5140979299523,21.498217812461203
N01-Ash,β Ari,28.660045789,20.808031472,93,1209813.5279726158,-1400-04-04 00:40:16.834,99.89830914294869,22.116384402447466
N01-Ash,β Ari,28.660045789,20.808031472,94,1209814.5269706135,-1400-04-05 00:38:50.261,100.23636990322326,22.655698075585388
N01-Ash,β Ari,28.660045789,20.808031472,95,1209815.5262191088,-1400-04-06 00:37:45.331,100.62639970078027,23.272467992228826
N01-Ash,β Ari,28.660045789,20.808031472,96,1209816.5254676042,-1400-04-07 00:36:40.401,101.01971871212623,23.88844362409923
N01-Ash,β Ari,28.660045789,20.808031472,97,1209817.524465602,-1400-04-08 00:35:13.828,101.36603632943152,24.425762484737046
N01-Ash,β Ari,28.660045789,20.808031472,98,1209818.5237140972,-1400-04-09 00:34:08.898,101.76586850608088,25.040158591971373
N01-Ash,β Ari,28.660045789,20.808031472,99,1209819.522712095,-1400-04-10 00:32:42.325,102.11807945923452,25.576044972011957
N01-Ash,β Ari,28.660045789,20.808031472,100,1209820.5219605903,-1400-04-11 00:31:37.395,102.52490717759424,26.18873600660492
N01-Ash,β Ari,28.660045789,20.808031472,101,1209821.5212090856,-1400-04-12 00:30:32.465,102.93568106345926,26.800459785146316
N01-Ash,β Ari,28.660045789,20.808031472,102,1209822.5202070833,-1400-04-13 00:29:05.892,103.29779618646333,27.333918407394542
N01-Ash,β Ari,28.660045789,20.808031472,103,1209823.5194555786,-1400-04-14 00:28:00.962,103.71638127703503,27.94371428702858
N01-Ash,β Ari,28.660045789,20.808031472,104,1209824.518704074,-1400-04-15 00:26:56.032,104.13936722584134,28.552416473552725
N01-Ash,β Ari,28.660045789,20.808031472,105,1209825.5179525695,-1400-04-16 00:25:51.102,104.56691963996454,29.159978820665962
N01-Ash,β Ari,28.660045789,20.808031472,106,1209826.516950567,-1400-04-17 00:24:24.529,104.94420972387718,29.689656873483745
N01-Ash,β Ari,28.660045789,20.808031472,107,1209827.5161990626,-1400-04-18 00:23:19.599,105.3807768958208,30.29495595843444
N01-Ash,β Ari,28.660045789,20.808031472,108,1209828.515447558,-1400-04-19 00:22:14.669,105.82240901760895,30.898977181567904
N01-Ash,β Ari,28.660045789,20.808031472,109,1209829.5146960532,-1400-04-20 00:21:09.739,106.26928840019549,31.501670171223076
N01-Ash,β Ari,28.660045789,20.808031472,110,1209830.5139445602,-1400-04-21 00:20:04.810,106.72160510268534,32.102986573500395
N01-Ash,β Ari,28.660045789,20.808031472,111,1209831.5131930555,-1400-04-22 00:18:59.880,107.17954667170757,32.70286581437231
N01-Ash,β Ari,28.660045789,20.808031472,112,1209832.5124415508,-1400-04-23 00:17:54.950,107.64331443380277,33.30125599505997
N01-Ash,β Ari,28.660045789,20.808031472,113,1209833.5116900464,-1400-04-24 00:16:50.020,108.11311344400231,33.8980995685751
N01-Ash,β Ari,28.660045789,20.808031472,114,1209834.5109385417,-1400-04-25 00:15:45.090,108.5891556736988,34.49333658458022
N01-Ash,β Ari,28.660045789,20.808031472,115,1209835.510187037,-1400-04-26 00:14:40.160,109.0716605724038,35.08690441382018
N01-Ash,β Ari,28.660045789,20.808031472,116,1209836.5094355324,-1400-04-27 00:13:35.230,109.56085554001356,35.678737508957546
N01-Ash,β Ari,28.660045789,20.808031472,117,1209837.5086840393,-1400-04-28 00:12:30.301,110.0569791354036,36.268770689525994
N01-Ash,β Ari,28.660045789,20.808031472,118,1209838.5079325347,-1400-04-29 00:11:25.371,110.56026946148876,36.856925299130985
N01-Ash,β Ari,28.660045789,20.808031472,119,1209839.5074315278,-1400-04-30 00:10:42.084,111.13618629223433,37.51719771765051
N01-Ash,β Ari,28.660045789,20.808031472,120,1209840.5066800232,-1400-05-01 00:09:37.154,111.65557010526945,38.10111293862597
N01-Ash,β Ari,28.660045789,20.808031472,121,1209841.5059285185,-1400-05-02 00:08:32.224,112.1829360379857,38.68291018109042
N01-Ash,β Ari,28.660045789,20.808031472,122,1209842.505427523,-1400-05-03 00:07:48.938,112.78697937666189,39.33572428631757
N01-Ash,β Ari,28.660045789,20.808031472,123,1209843.5046760186,-1400-05-04 00:06:44.008,113.33224154874955,39.912739484908066
N01-Ash,β Ari,28.660045789,20.808031472,124,1209844.5041750115,-1400-05-05 00:06:00.721,113.95717268243128,40.55994248480892
N01-Ash,β Ari,28.660045789,20.808031472,125,1209845.5034235185,-1400-05-06 00:04:55.792,114.52164843945675,41.131780162352
N01-Ash,β Ari,28.660045789,20.808031472,126,1209846.5029225117,-1400-05-07 00:04:12.505,115.16900005285395,41.77290801772863
N01-Ash,β Ari,28.660045789,20.808031472,127,1209847.502171007,-1400-05-08 00:03:07.575,115.75408659592478,42.33912900562743
N01-Ash,β Ari,28.660045789,20.808031472,128,1209848.5016700116,-1400-05-09 00:02:24.289,116.42550473529016,42.97367174269779
N01-Ash,β Ari,28.660045789,20.808031472,129,1209849.5011690047,-1400-05-10 00:01:41.002,117.11037592097838,43.60449337914392
N01-Ash,β Ari,28.660045789,20.808031472,130,1209850.5006679976,-1400-05-11 00:00:57.715,117.80921712625478,44.231428961223706
N01-Ash,β Ari,28.660045789,20.808031472,131,1209851.5001670022,-1400-05-12 00:00:14.429,118.52256239284199,44.8543053669484
N01-Ash,β Ari,28.660045789,20.808031472,132,1209852.4996659954,-1400-05-12 23:59:31.142,119.25095089699711,45.472931835185975
N01-Ash,β Ari,28.660045789,20.808031472,133,1209853.4989144907,-1400-05-13 23:58:26.212,119.91053935939303,46.01833059449356
N01-Ash,β Ari,28.660045789,20.808031472,134,1209854.498663993,-1400-05-14 23:58:04.569,120.75513996376665,46.69666991038669
N01-Ash,β Ari,28.660045789,20.808031472,135,1209855.4981629977,-1400-05-15 23:57:21.283,121.53211525658587,47.30137080703224
N01-Ash,β Ari,28.660045789,20.808031472,136,1209856.4976619908,-1400-05-16 23:56:37.996,122.32648269344546,47.90099938837698
N01-Ash,β Ari,28.660045789,20.808031472,137,1209857.4971609837,-1400-05-17 23:55:54.709,123.138874400293,48.495329143801044
N01-Ash,β Ari,28.660045789,20.808031472,138,1209858.4966599885,-1400-05-18 23:55:11.423,123.96993873399781,49.08412262773278
N01-Ash,β Ari,28.660045789,20.808031472,139,1209859.4964094907,-1400-05-19 23:54:49.780,124.91713673564097,49.73226351480248
N01-Ash,β Ari,28.660045789,20.808031472,140,1209860.4959084839,-1400-05-20 23:54:06.493,125.7898170820974,50.30850951075521
N01-Ash,β Ari,28.660045789,20.808031472,141,1209861.4954074768,-1400-05-21 23:53:23.206,126.6832648525926,50.878391470741754
N01-Ash,β Ari,28.660045789,20.808031472,142,1209862.4951569792,-1400-05-22 23:53:01.563,127.70238174098662,51.50447986699724
N01-Ash,β Ari,28.660045789,20.808031472,143,1209863.4949064816,-1400-05-23 23:52:39.920,128.7490474162673,52.12190851660036
N01-Ash,β Ari,28.660045789,20.808031472,144,1209864.4944054745,-1400-05-24 23:51:56.633,129.7142973414605,52.66920643136864
N01-Ash,β Ari,28.660045789,20.808031472,145,1209865.494154977,-1400-05-25 23:51:34.990,130.81601905193313,53.26894665280564
N01-Ash,β Ari,28.660045789,20.808031472,146,1209866.493904479,-1400-05-26 23:51:13.347,131.94818675122517,53.85867252846675
N01-Ash,β Ari,28.660045789,20.808031472,147,1209867.4936539698,-1400-05-27 23:50:51.703,133.11179281891097,54.437868084774834
N01-Ash,β Ari,28.660045789,20.808031472,148,1209868.4934034722,-1400-05-28 23:50:30.060,134.307832356703,55.00600187653884
N01-Ash,β Ari,28.660045789,20.808031472,149,1209869.4931529746,-1400-05-29 23:50:08.417,135.53726129869383,55.56251099553472
N01-Ash,β Ari,28.660045789,20.808031472,150,1209870.4929024768,-1400-05-30 23:49:46.774,136.80100796367162,56.1068120753338
N01-Ash,β Ari,28.660045789,20.808031472,151,1209871.4926519676,-1400-05-31 23:49:25.130,138.09995077827688,56.638296059820554
N01-Ash,β Ari,28.660045789,20.808031472,152,1209872.49240147,-1400-06-01 23:49:03.487,139.43493100330073,57.15633784934652
N01-Ash,β Ari,28.660045789,20.808031472,153,1209873.4921509721,-1400-06-02 23:48:41.844,140.80670342863988,57.6602811728528
N01-Ash,β Ari,28.660045789,20.808031472,154,1209874.4921509721,-1400-06-03 23:48:41.844,142.36042614725469,58.19801222971824
N01-Ash,β Ari,28.660045789,20.808031472,155,1209875.491900463,-1400-06-04 23:48:20.200,143.8115824651446,58.67009704581494
N01-Ash,β Ari,28.660045789,20.808031472,156,1209876.491900463,-1400-06-05 23:48:20.200,145.45395362709155,59.171019771163664
N01-Ash,β Ari,28.660045789,20.808031472,157,1209877.4916499653,-1400-06-06 23:47:58.557,146.98645678579646,59.60805806585594
N01-Ash,β Ari,28.660045789,20.808031472,158,1209878.4916499653,-1400-06-07 23:47:58.557,148.71890113562256,60.06856487274438
N01-Ash,β Ari,28.660045789,20.808031472,159,1209879.4916499653,-1400-06-08 23:47:58.557,150.49853668817622,60.50640451771358
N01-Ash,β Ari,28.660045789,20.808031472,160,1209880.4913994677,-1400-06-09 23:47:36.914,152.15544740799825,60.88356228141728
N01-Ash,β Ari,28.660045789,20.808031472,161,1209881.4913994677,-1400-06-10 23:47:36.914,154.0237543641362,61.27527031720578
N01-Ash,β Ari,28.660045789,20.808031472,162,1209882.4913994677,-1400-06-11 23:47:36.914,155.93713770625814,61.64130198744732
N01-Ash,β Ari,28.660045789,20.808031472,163,1209883.4913994677,-1400-06-12 23:47:36.914,157.89413770406082,61.98064323200703
N01-Ash,β Ari,28.660045789,20.808031472,164,1209884.4913994677,-1400-06-13 23:47:36.914,159.89288056224837,62.29230680502848
N01-Ash,β Ari,28.660045789,20.808031472,165,1209885.4913994677,-1400-06-14 23:47:36.914,161.931063351847,62.5753434735959
N01-Ash,β Ari,28.660045789,20.808031472,166,1209886.4913994677,-1400-06-15 23:47:36.914,164.00594718571324,62.82885383581595
N01-Ash,β Ari,28.660045789,20.808031472,167,1209887.4916499653,-1400-06-16 23:47:58.557,166.30937506431582,63.07092227154993
N01-Ash,β Ari,28.660045789,20.808031472,168,1209888.4916499653,-1400-06-17 23:47:58.557,168.45027869659054,63.260049920728726
N01-Ash,β Ari,28.660045789,20.808031472,169,1209889.4916499653,-1400-06-18 23:47:58.557,170.61675082381146,63.41731529620678
N01-Ash,β Ari,28.660045789,20.808031472,170,1209890.491900463,-1400-06-19 23:48:20.200,173.00604836630652,63.55195262274972
N01-Ash,β Ari,28.660045789,20.808031472,171,1209891.491900463,-1400-06-20 23:48:20.200,175.2115091028351,63.64084745626098
N01-Ash,β Ari,28.660045789,20.808031472,172,1209892.4921509721,-1400-06-21 23:48:41.844,177.63188186889482,63.6998905592224
N01-Ash,β Ari,28.660045789,20.808031472,173,1209893.4921509721,-1400-06-22 23:48:41.844,179.85480848933761,63.71894369728025
N01-Ash,β Ari,28.660045789,20.808031472,174,1209894.49240147,-1400-06-23 23:49:03.487,182.28191773692714,63.70139767393922
N01-Ash,β Ari,28.660045789,20.808031472,175,1209895.4926519676,-1400-06-24 23:49:25.130,184.70267021746417,63.643908642042476
N01-Ash,β Ari,28.660045789,20.808031472,176,1209896.4929024768,-1400-06-25 23:49:46.774,187.11041365295688,63.546737104147226
N01-Ash,β Ari,28.660045789,20.808031472,177,1209897.4931529746,-1400-06-26 23:50:08.417,189.4987020048787,63.41032259176105
N01-Ash,β Ari,28.660045789,20.808031472,178,1209898.4931529746,-1400-06-27 23:50:08.417,191.6640143930109,63.25145635533614
N01-Ash,β Ari,28.660045789,20.808031472,179,1209899.4934034722,-1400-06-28 23:50:30.060,193.99842111977856,63.04167954671115
N01-Ash,β Ari,28.660045789,20.808031472,180,1209900.4936539698,-1400-06-29 23:50:51.703,196.29692521143545,62.794844301869276
N01-Ash,β Ari,28.660045789,20.808031472,181,1209901.494154977,-1400-06-30 23:51:34.990,198.7427029156739,62.48656959024556
N01-Ash,β Ari,28.660045789,20.808031472,182,1209902.4944054745,-1400-07-01 23:51:56.633,200.95223773320805,62.16585669926283
N01-Ash,β Ari,28.660045789,20.808031472,183,1209903.4946559838,-1400-07-02 23:52:18.277,203.11357968582882,61.81149423243013
N01-Ash,β Ari,28.660045789,20.808031472,184,1209904.4949064816,-1400-07-03 23:52:39.920,205.22397610395166,61.42474428698473
N01-Ash,β Ari,28.660045789,20.808031472,185,1209905.4951569792,-1400-07-04 23:53:01.563,207.281297918169,61.0069095731529
N01-Ash,β Ari,28.660045789,20.808031472,186,1209906.495657986,-1400-07-05 23:53:44.850,209.44976312487432,60.52038650182946
N01-Ash,β Ari,28.660045789,20.808031472,187,1209907.4959084839,-1400-07-06 23:54:06.493,211.39205043430204,60.04206717808095
N01-Ash,β Ari,28.660045789,20.808031472,188,1209908.4961589815,-1400-07-07 23:54:28.136,213.2780791031555,59.536799517476894
N01-Ash,β Ari,28.660045789,20.808031472,189,1209909.4966599885,-1400-07-08 23:55:11.423,215.25897935397248,58.960167529225885
N01-Ash,β Ari,28.660045789,20.808031472,190,1209910.4969104861,-1400-07-09 23:55:33.066,217.02793356519143,58.40299139771718
N01-Ash,β Ari,28.660045789,20.808031472,191,1209911.497411493,-1400-07-10 23:56:16.353,218.88305037772366,57.77312626463364
N01-Ash,β Ari,28.660045789,20.808031472,192,1209912.4976619908,-1400-07-11 23:56:37.996,220.53767841834176,57.16956563101411
N01-Ash,β Ari,28.660045789,20.808031472,193,1209913.4981629977,-1400-07-12 23:57:21.283,222.271321556402,56.492265351974524
N01-Ash,β Ari,28.660045789,20.808031472,194,1209914.4984134955,-1400-07-13 23:57:42.926,223.81660934598582,55.84747089722762
N01-Ash,β Ari,28.660045789,20.808031472,195,1209915.4989144907,-1400-07-14 23:58:26.212,225.435049341344,55.12808792126252
N01-Ash,β Ari,28.660045789,20.808031472,196,1209916.4994154978,-1400-07-15 23:59:09.499,226.99647184454895,54.388762034202706
N01-Ash,β Ari,28.660045789,20.808031472,197,1209917.4996659954,-1400-07-16 23:59:31.142,228.38811244042805,53.69015172655042
N01-Ash,β Ari,28.660045789,20.808031472,198,1209918.5001670022,-1400-07-18 00:00:14.429,229.8459216018227,52.9159176818378
N01-Ash,β Ari,28.660045789,20.808031472,199,1209919.5006679976,-1400-07-19 00:00:57.715,231.25303875685967,52.12517590146082
N01-Ash,β Ari,28.660045789,20.808031472,200,1209920.5011690047,-1400-07-20 00:01:41.002,232.6116802938286,51.31895888686164
N01-Ash,β Ari,28.660045789,20.808031472,201,1209921.5014195023,-1400-07-21 00:02:02.645,233.82389459348252,50.5623729006008
N01-Ash,β Ari,28.660045789,20.808031472,202,1209922.5019205092,-1400-07-22 00:02:45.932,235.0954459261526,49.72909119995485
N01-Ash,β Ari,28.660045789,20.808031472,203,1209923.5024215046,-1400-07-23 00:03:29.218,236.32479369470923,48.88301559484097
N01-Ash,β Ari,28.660045789,20.808031472,204,1209924.5029225117,-1400-07-24 00:04:12.505,237.5139998845148,48.024944919175226
N01-Ash,β Ari,28.660045789,20.808031472,205,1209925.5034235185,-1400-07-25 00:04:55.792,238.66505052253393,47.155636026682615
N01-Ash,β Ari,28.660045789,20.808031472,206,1209926.503924514,-1400-07-26 00:05:39.078,239.77986330162207,46.275797242182385
