jd	date	yr	season	rtu	eqnx	sun_lon	sun_naks	moon_lon	moon_naks	moon_phase	moon_sun_diff	sun_न	moon_न	kv_pair	moon_lon_adj	sun_lon_adj	jd_diff	moon_lon_adj_packed	yr_grp	kv_adj
1203956.32	-1416-03-20	-1416	1	R1-vasanta	True	359.46	N02-Bha/* 35 Ari	179.36	N16-Vis/α2 Lib	1	-180	N02-Bha	N16-Vis	False	179.36	-0.54	915.73	44.36	0	
1204872.05	-1414-09-22	-1414	4	R4-śarat	True	179.11	N16-Vis/α2 Lib	359.56	N02-Bha/* 35 Ari	1	180	N16-Vis	N02-Bha	False	-0.44	179.11	2923.76	-0.44	0	
1207795.81	-1406-09-24	-1406	4	R4-śarat	True	180.95	N16-Vis/α2 Lib	1.64	N02-Bha/* 39 Ari	1	-179	N16-Vis	N02-Bha	False	1.64	180.95	3100.19	1.64	0	
1210896.00	-1397-03-22	-1397	1	R1-vasanta	True	359.55	N02-Bha/* 35 Ari	179.56	N16-Vis/α2 Lib	1	-179	N02-Bha	N16-Vis	False	179.56	-0.45	3839.13	44.56	0	
1214735.13	-1387-09-24	-1387	4	R4-śarat	True	180.66	N16-Vis/α2 Lib	0.94	N02-Bha/* 41 Ari	1	-179	N16-Vis	N02-Bha	False	0.94	180.66	3100.80	0.94	0	
1217835.93	-1378-03-22	-1378	1	R1-vasanta	True	359.87	N01-Ash/α Ari	179.54	N16-Vis/α2 Lib	1	-180	N01-Ash	N16-Vis	False	179.54	-0.13	3838.49	44.54	0	
1221674.42	-1368-09-23	-1368	4	R4-śarat	True	180.34	N16-Vis/α2 Lib	0.05	N02-Bha/* 35 Ari	1	-180	N16-Vis	N02-Bha	False	0.05	180.34	3101.54	0.05	0	
1224775.96	-1359-03-22	-1359	1	R1-vasanta	True	0.29	N02-Bha/* 35 Ari	180.06	N16-Vis/α2 Lib	1	179	N02-Bha	N16-Vis	False	180.06	0.29	3838.11	45.06	0	
1228614.07	-1349-09-24	-1349	4	R4-śarat	True	180.38	N16-Vis/α2 Lib	0.43	N02-Bha/* 35 Ari	1	-179	N16-Vis	N02-Bha	False	0.43	180.38	3101.79	0.43	0	
1231715.86	-1340-03-22	-1340	1	R1-vasanta	True	0.59	N02-Bha/* 35 Ari	180.81	N16-Vis/α2 Lib	1	180	N02-Bha	N16-Vis	False	180.81	0.59	914.86	45.81	0	
1232630.72	-1338-09-23	-1338	4	R4-śarat	True	179.35	N16-Vis/α2 Lib	359.85	N01-Ash/α Ari	1	180	N16-Vis	N01-Ash	False	-0.15	179.35	2923.25	-0.15	0	
1235553.97	-1330-09-24	-1330	4	R4-śarat	True	180.68	N16-Vis/α2 Lib	0.41	N02-Bha/* 35 Ari	1	-180	N16-Vis	N02-Bha	False	0.41	180.68	3101.39	0.41	0	
1238655.36	-1321-03-22	-1321	1	R1-vasanta	True	0.50	N02-Bha/* 35 Ari	180.28	N16-Vis/α2 Lib	1	179	N02-Bha	N16-Vis	False	180.28	0.50	915.29	45.28	0	
1239570.65	-1319-09-23	-1319	4	R4-śarat	True	179.67	N16-Vis/α2 Lib	359.66	N01-Ash/α Ari	1	179	N16-Vis	N01-Ash	False	-0.34	179.67	6023.96	-0.34	0	
1245594.61	-1302-03-22	-1302	1	R1-vasanta	True	0.17	N02-Bha/* 35 Ari	179.38	N16-Vis/α1 Lib	1	179	N02-Bha	N16-Vis	False	179.38	0.17	915.73	44.38	0	
1246510.34	-1300-09-23	-1300	4	R4-śarat	True	179.75	N16-Vis/α2 Lib	359.62	N01-Ash/α Ari	1	179	N16-Vis	N01-Ash	False	-0.38	179.75	6023.78	-0.38	0	
1252534.12	-1283-03-22	-1283	1	R1-vasanta	True	0.08	N02-Bha/* 35 Ari	180.25	N16-Vis/α2 Lib	1	180	N02-Bha	N16-Vis	False	180.25	0.08	915.70	45.25	0	
1253449.82	-1281-09-24	-1281	4	R4-śarat	True	179.63	N16-Vis/α1 Lib	0.63	N02-Bha/* 35 Ari	1	-179	N16-Vis	N02-Bha	False	0.63	179.63	6024.02	0.63	0	
1259473.84	-1264-03-22	-1264	1	R1-vasanta	True	0.20	N02-Bha/* 35 Ari	180.10	N16-Vis/α2 Lib	1	179	N02-Bha	N16-Vis	False	180.10	0.20	915.24	45.10	0	
1260389.08	-1262-09-23	-1262	4	R4-śarat	True	179.28	N16-Vis/α1 Lib	359.60	N01-Ash/α Ari	1	-179	N16-Vis	N01-Ash	False	-0.40	179.28	3101.48	-0.40	0	
1263490.56	-1253-03-22	-1253	1	R1-vasanta	True	359.30	N01-Ash/α Ari	179.54	N16-Vis/α1 Lib	1	-179	N01-Ash	N16-Vis	False	179.54	-0.70	2923.24	44.54	0	
1266413.80	-1245-03-23	-1245	1	R1-vasanta	True	0.56	N02-Bha/* 35 Ari	180.05	N16-Vis/α1 Lib	1	179	N02-Bha	N16-Vis	False	180.05	0.56	914.84	45.05	0	
1267328.64	-1243-09-23	-1243	4	R4-śarat	True	179.22	N16-Vis/α1 Lib	359.04	N01-Ash/α Ari	1	-180	N16-Vis	N01-Ash	False	-0.96	179.22	2923.57	-0.96	0	
1270252.21	-1235-09-24	-1235	4	R4-śarat	True	180.87	N16-Vis/α2 Lib	0.93	N02-Bha/* 35 Ari	1	-179	N16-Vis	N02-Bha	False	0.93	180.87	178.22	0.93	0	
1270430.43	-1234-03-21	-1234	1	R1-vasanta	True	359.56	N01-Ash/α Ari	179.47	N16-Vis/α1 Lib	1	-180	N01-Ash	N16-Vis	False	179.47	-0.44	2923.40	44.47	0	
1273353.83	-1226-03-23	-1226	1	R1-vasanta	True	0.97	N02-Bha/* 35 Ari	180.74	N16-Vis/α2 Lib	1	179	N02-Bha	N16-Vis	False	180.74	0.97	914.74	45.74	0	
1274268.57	-1224-09-23	-1224	4	R4-śarat	True	179.55	N16-Vis/α1 Lib	359.81	N01-Ash/α Ari	1	-179	N16-Vis	N01-Ash	False	-0.19	179.55	2923.34	-0.19	0	
1277191.91	-1216-09-24	-1216	4	R4-śarat	True	180.96	N16-Vis/α2 Lib	0.97	N02-Bha/* 35 Ari	1	-179	N16-Vis	N02-Bha	False	0.97	180.96	178.14	0.97	0	
1277370.05	-1215-03-21	-1215	1	R1-vasanta	True	359.59	N01-Ash/α Ari	179.97	N16-Vis/α1 Lib	1	-179	N01-Ash	N16-Vis	False	179.97	-0.41	3838.56	44.97	0	
1281208.61	-1205-09-24	-1205	4	R4-śarat	True	179.98	N16-Vis/α1 Lib	0.28	N02-Bha/* 35 Ari	1	180	N16-Vis	N02-Bha	False	0.28	179.98	3100.71	0.28	0	
1284309.32	-1196-03-20	-1196	1	R1-vasanta	True	359.28	N01-Ash/α Ari	179.11	N16-Vis/α1 Lib	1	-180	N01-Ash	N16-Vis	False	179.11	-0.72	3839.18	44.11	0	
1288148.50	-1186-09-24	-1186	4	R4-śarat	True	180.27	N16-Vis/α1 Lib	0.17	N02-Bha/* 35 Ari	1	179	N16-Vis	N02-Bha	False	0.17	180.27	3100.18	0.17	0	
1291248.68	-1177-03-21	-1177	1	R1-vasanta	True	359.05	N01-Ash/α Ari	178.45	N16-Vis/α1 Lib	1	-180	N01-Ash	N16-Vis	False	178.45	-0.95	2923.71	43.45	0	
1294172.39	-1169-03-22	-1169	1	R1-vasanta	True	0.76	N02-Bha/* 35 Ari	180.47	N16-Vis/α1 Lib	1	179	N02-Bha	N16-Vis	False	180.47	0.76	915.76	45.47	0	
1295088.15	-1167-09-23	-1167	4	R4-śarat	True	180.31	N16-Vis/α1 Lib	0.49	N02-Bha/* 35 Ari	1	180	N16-Vis	N02-Bha	False	0.49	180.31	3100.29	0.49	0	
1298188.44	-1158-03-20	-1158	1	R1-vasanta	True	359.21	N01-Ash/α Ari	179.22	N16-Vis/α1 Lib	1	-179	N01-Ash	N16-Vis	False	179.22	-0.79	2923.49	44.22	0	
1301111.93	-1150-03-22	-1150	1	R1-vasanta	True	0.71	N02-Bha/* 35 Ari	181.05	N16-Vis/α1 Lib	1	180	N02-Bha	N16-Vis	False	181.05	0.71	915.51	46.05	0	
1302027.44	-1148-09-22	-1148	4	R4-śarat	True	179.98	N16-Vis/α1 Lib	359.53	N01-Ash/α Ari	1	179	N16-Vis	N01-Ash	False	-0.47	179.98	3100.99	-0.47	0	
1305128.43	-1139-03-20	-1139	1	R1-vasanta	True	359.59	N01-Ash/α Ari	179.77	N16-Vis/α1 Lib	1	-179	N01-Ash	N16-Vis	False	179.77	-0.41	2923.31	44.77	0	
1308051.74	-1131-03-22	-1131	1	R1-vasanta	True	0.91	N02-Bha/* 35 Ari	181.18	N16-Vis/α1 Lib	1	180	N02-Bha	N16-Vis	False	181.18	0.91	915.15	46.18	0	
1308966.89	-1129-09-23	-1129	4	R4-śarat	True	179.83	N16-Vis/α1 Lib	0.44	N02-Bha/* 35 Ari	1	-179	N16-Vis	N02-Bha	False	0.44	179.83	3101.55	0.44	0	
1312068.44	-1120-03-20	-1120	1	R1-vasanta	True	0.00	N02-Bha/* 35 Ari	180.11	N16-Vis/α1 Lib	1	-179	N02-Bha	N16-Vis	False	180.11	0.00	3838.06	45.11	0	
1315906.50	-1110-09-23	-1110	4	R4-śarat	True	179.83	N16-Vis/α1 Lib	359.80	N01-Ash/α Ari	1	-180	N16-Vis	N01-Ash	False	-0.20	179.83	3101.78	-0.20	0	
1319008.28	-1101-03-21	-1101	1	R1-vasanta	True	0.23	N02-Bha/* 35 Ari	180.20	N16-Vis/α1 Lib	1	179	N02-Bha	N16-Vis	False	180.20	0.23	3838.19	45.20	0	
1322846.47	-1091-09-23	-1091	4	R4-śarat	True	180.19	N16-Vis/α1 Lib	0.40	N02-Bha/* 35 Ari	1	-179	N16-Vis	N02-Bha	False	0.40	180.19	3101.39	0.40	0	
1325947.86	-1082-03-22	-1082	1	R1-vasanta	True	0.22	N02-Bha/* 35 Ari	181.02	N16-Vis/α1 Lib	1	180	N02-Bha	N16-Vis	False	181.02	0.22	915.23	46.02	0	
1326863.09	-1080-09-22	-1080	4	R4-śarat	True	179.14	N16-Vis/α1 Lib	359.14	N01-Ash/α Ari	1	180	N16-Vis	N01-Ash	False	-0.86	179.14	2923.40	-0.86	0	
1329786.49	-1072-09-23	-1072	4	R4-śarat	True	180.60	N16-Vis/α1 Lib	0.78	N02-Bha/* 35 Ari	1	180	N16-Vis	N02-Bha	False	0.78	180.60	3100.63	0.78	0	
1332887.12	-1063-03-21	-1063	1	R1-vasanta	True	359.89	N01-Ash/α Ari	180.19	N16-Vis/α1 Lib	1	-179	N01-Ash	N16-Vis	False	180.19	-0.11	915.69	45.19	0	
1333802.81	-1061-09-23	-1061	4	R4-śarat	True	179.25	N16-Vis/α1 Lib	359.92	N01-Ash/α Ari	1	180	N16-Vis	N01-Ash	False	-0.08	179.25	2923.53	-0.08	0	
1336726.34	-1053-09-24	-1053	4	R4-śarat	True	180.85	N16-Vis/α1 Lib	0.79	N02-Bha/* 35 Ari	1	179	N16-Vis	N02-Bha	False	0.79	180.85	3100.17	0.79	0	
1339826.51	-1044-03-21	-1044	1	R1-vasanta	True	359.70	N01-Ash/α Ari	179.40	N16-Vis/α1 Lib	1	-180	N01-Ash	N16-Vis	False	179.40	-0.30	3839.44	44.40	0	
1343665.95	-1034-09-24	-1034	4	R4-śarat	True	180.85	N16-Vis/α1 Lib	1.42	N02-Bha/* 35 Ari	1	-179	N16-Vis	N02-Bha	False	1.42	180.85	3100.37	1.42	0	
1346766.32	-1025-03-21	-1025	1	R1-vasanta	True	359.90	N01-Ash/α Ari	179.92	N16-Vis/α1 Lib	1	-179	N01-Ash	N16-Vis	False	179.92	-0.10	3838.90	44.92	0	
1350605.22	-1015-09-23	-1015	4	R4-śarat	True	180.50	N16-Vis/α1 Lib	0.58	N02-Bha/* 35 Ari	1	-179	N16-Vis	N02-Bha	False	0.58	180.50	3101.10	0.58	0	
1353706.32	-1006-03-21	-1006	1	R1-vasanta	True	0.29	N02-Bha/* 35 Ari	180.37	N16-Vis/α1 Lib	1	180	N02-Bha	N16-Vis	False	180.37	0.29	3838.26	45.37	0	
1357544.58	-996-09-24	-996	4	R4-śarat	True	180.26	N16-Vis/α1 Lib	359.84	N01-Ash/α Ari	1	-180	N16-Vis	N01-Ash	False	-0.16	180.26	178.31	-0.16	0	
1357722.89	-995-03-21	-995	1	R1-vasanta	True	359.24	N01-Ash/α Ari	179.44	N16-Vis/α1 Lib	1	-179	N01-Ash	N16-Vis	False	179.44	-0.76	2923.43	44.44	0	
1360646.32	-987-03-22	-987	1	R1-vasanta	True	0.68	N02-Bha/* 35 Ari	180.71	N16-Vis/α1 Lib	1	180	N02-Bha	N16-Vis	False	180.71	0.68	3838.03	45.71	0	
1364484.35	-977-09-24	-977	4	R4-śarat	True	180.42	N16-Vis/α1 Lib	0.44	N02-Bha/* 35 Ari	1	-179	N16-Vis	N02-Bha	False	0.44	180.42	178.05	0.44	0	
1364662.40	-976-03-20	-976	1	R1-vasanta	True	359.15	N01-Ash/α Ari	178.87	N16-Vis/α1 Lib	1	-180	N01-Ash	N16-Vis	False	178.87	-0.85	2923.70	43.87	0	
1367586.10	-968-03-22	-968	1	R1-vasanta	True	0.86	N02-Bha/* 35 Ari	181.01	N16-Vis/α1 Lib	1	180	N02-Bha	N16-Vis	False	181.01	0.86	914.90	46.01	0	
1368501.00	-966-09-23	-966	4	R4-śarat	True	179.40	N16-Vis/α1 Lib	359.17	N01-Ash/α Ari	1	179	N16-Vis	N01-Ash	False	-0.83	179.40	2923.33	-0.83	0	
1371424.33	-958-09-24	-958	4	R4-śarat	True	180.80	N16-Vis/α1 Lib	0.90	N02-Bha/* 35 Ari	1	-179	N16-Vis	N02-Bha	False	0.90	180.80	3101.15	0.90	0	
1374525.48	-949-03-22	-949	1	R1-vasanta	True	0.66	N02-Bha/* 35 Ari	180.14	N16-Vis/α1 Lib	1	179	N02-Bha	N16-Vis	False	180.14	0.66	915.45	45.14	0	
1375440.93	-947-09-23	-947	4	R4-śarat	True	179.72	N16-Vis/α1 Lib	359.84	N01-Ash/α Ari	1	180	N16-Vis	N01-Ash	False	-0.16	179.72	6023.96	-0.16	0	
1381464.89	-930-03-22	-930	1	R1-vasanta	True	0.48	N02-Bha/* 35 Ari	181.20	N16-Vis/α1 Lib	1	180	N02-Bha	N16-Vis	False	181.20	0.48	915.58	46.20	0	
1382380.47	-928-09-22	-928	4	R4-śarat	True	179.65	N16-Vis/α1 Lib	359.23	N01-Ash/α Ari	1	179	N16-Vis	N01-Ash	False	-0.77	179.65	6023.86	-0.77	0	
1388404.33	-911-03-21	-911	1	R1-vasanta	True	0.33	N02-Bha/* 35 Ari	180.27	N16-Vis/α1 Lib	1	179	N02-Bha	N16-Vis	False	180.27	0.33	915.58	45.27	0	
1389319.91	-909-09-23	-909	4	R4-śarat	True	179.48	N16-Vis/α1 Lib	0.28	N02-Bha/* 35 Ari	1	-179	N16-Vis	N02-Bha	False	0.28	179.48	3100.92	0.28	0	
1392420.83	-900-03-21	-900	1	R1-vasanta	True	359.21	N01-Ash/α Ari	178.74	N16-Vis/α1 Lib	1	-180	N01-Ash	N16-Vis	False	178.74	-0.79	2923.34	43.74	0	
1395344.17	-892-03-22	-892	1	R1-vasanta	True	0.56	N02-Bha/* 35 Ari	180.51	N16-Vis/α1 Lib	1	179	N02-Bha	N16-Vis	False	180.51	0.56	915.05	45.51	0	
1396259.22	-890-09-23	-890	4	R4-śarat	True	179.18	N16-Vis/α1 Lib	359.22	N01-Ash/α Ari	1	-179	N16-Vis	N01-Ash	False	-0.78	179.18	3101.64	-0.78	0	
1399360.86	-881-03-22	-881	1	R1-vasanta	True	359.63	N01-Ash/α Ari	179.42	N16-Vis/α1 Lib	1	-180	N01-Ash	N16-Vis	False	179.42	-0.37	2923.33	44.42	0	
1402284.19	-873-03-23	-873	1	R1-vasanta	True	0.97	N02-Bha/* 35 Ari	180.90	N16-Vis/α1 Lib	1	179	N02-Bha	N16-Vis	False	180.90	0.97	914.73	45.90	0	
1403198.92	-871-09-23	-871	4	R4-śarat	True	179.27	N16-Vis/α1 Lib	359.30	N01-Ash/α Ari	1	-179	N16-Vis	N01-Ash	False	-0.70	179.27	2923.47	-0.70	0	
1406122.39	-863-09-24	-863	4	R4-śarat	True	180.81	N16-Vis/α1 Lib	0.67	N02-Bha/* 35 Ari	1	-180	N16-Vis	N02-Bha	False	0.67	180.81	178.26	0.67	0	
1406300.65	-862-03-22	-862	1	R1-vasanta	True	359.82	N01-Ash/α Ari	179.40	N16-Vis/α1 Lib	1	-180	N01-Ash	N16-Vis	False	179.40	-0.18	3838.21	44.40	0	
1410138.86	-852-09-23	-852	4	R4-śarat	True	179.60	N16-Vis/α1 Lib	359.22	N01-Ash/α Ari	1	179	N16-Vis	N01-Ash	False	-0.78	179.60	3101.32	-0.78	0	
1413240.18	-843-03-21	-843	1	R1-vasanta	True	359.75	N01-Ash/α Ari	179.90	N16-Vis/α1 Lib	1	-179	N01-Ash	N16-Vis	False	179.90	-0.25	3838.71	44.90	0	
1417078.89	-833-09-24	-833	4	R4-śarat	True	180.03	N16-Vis/α1 Lib	359.80	N01-Ash/α Ari	1	179	N16-Vis	N01-Ash	False	-0.20	180.03	3100.54	-0.20	0	
1420179.43	-824-03-20	-824	1	R1-vasanta	True	359.42	N01-Ash/α Ari	179.02	N16-Vis/α1 Lib	1	-180	N01-Ash	N16-Vis	False	179.02	-0.58	3839.29	44.02	0	
1424018.72	-814-09-24	-814	4	R4-śarat	True	180.25	N16-Vis/α1 Lib	359.82	N01-Ash/α Ari	1	179	N16-Vis	N01-Ash	False	-0.18	180.25	3100.25	-0.18	0	
1427118.97	-805-03-21	-805	1	R1-vasanta	True	359.36	N01-Ash/α Ari	179.66	N16-Vis/α1 Lib	1	-179	N01-Ash	N16-Vis	False	179.66	-0.64		44.66	0	
